"NewsletterID","Title","Publisher","Theme","StartMonth","EndMonth","Year","Volume","Number","Copies","Photocopies","ISSN","Subscriber","Shelf"
"911","Inedit","INRIA","Advanced Netwoks. Contents: partners /peeks & pokes / takenote","11","0","1998","","16","1","0","12683701","CS","G121"
"912","INSPECMATTERS","IEE","INSPEC Achieves Six Million Records in Centennial Year / Comprehensive revision of the INSPEC Thesaurus and classification for 1999 / INSPEC National Site Licence Deal for UK Academic Institutions / INSPEC Customer Centenary Party","12","0","1998","","94","1","0","0266-1616","CS","G121"
"913","SIGCAPH NEWSLETTER","ACM","A note form the editor / Annual Report for SIGCAPH, FY 98 / Brief Report form Our Readers / Postcards from Europe / International Scientific Forum","9","0","1998","","62","1","0","","CS","G121"
"914","CORDIS Focus","European Commission","Commission Steps up Preparations for Fifth Framework Programme / Special Feature on the New IPR-Helpdesk","11","0","1998","","121","1","0","10226559","CS","G121"
"915","IEEE Region 8 News","IEEE","A perspective from Latino America / IEE-ETSI Cooperate / IEEE Historical Milestone for South Africa / IEEE recognizes Turkish Company / News from Saudi Arabia","11","0","1998","1","2","1","0","","CS","G121"
"916","THE INTERFACE","IEEE Education Society","The First Computing Course for CS, CE, and EE Mnajors at Michigan","11","0","1998","","3","1","0","","CS","G121"
"917","CORDIS Focus","European Commission","Fifth Framework Programme to start on schedule. In this issue: Commission launches new measures for innovative companies / New techniqoes to the cost of environmental policies / New book tells the story of EU technology policy / EU and Canada to support cooperation in nuclear research","11","0","1998","","122","1","0","10226559","CS","G121"
"918","CORDIS Focus","European Commission","Information Society Technologies Programme / Commission helps SMEs Find Finance for High Technology / The 25th BCR-Anniversarry Conference Report / Fifth Framework ProgrammeUpdate / annual statistics on R&D in Europe","12","0","1998","","123","1","0","10226559","CS","G121"
"919","Inedit","INRIA","DYADE: Collaboration in Internet Technology","1","0","1999","","17","1","0","12683701","CS","G121"
"920","SIGART Bulletin","ACM","In this issue: Integrating Graphics and Abstract Data to Visualise Temporal Constraints / Collaborative Filtering to locate, Comprehend, and Organise Collections of Web Sites","13","0","1998","9","3-4","1","0","10534830","CS","G121"
"921","IEEE Professional Communication Society","IEEE","PCs Awards for 1998","1","2","1999","43","1","1","0","01615718","CS","G121"
"922","Engineering Management","IEEE","IEMC'98 Postponed to May 1999","13","0","1998","48","4","1","0","1066212X","CS","G122"
"923","RESNA News","RESNA","Re-Enginnering RESNA: Focus on Professional Development","3","4","1999","11","2","1","0","08822476","CS","G124"
"925","CORDIS Focus","European Commission","German Presidency will stress Education and Research. In this issue: Copmmissioner cresson sets objective / Funding restricted for research involving cloning humans / expression of interst invited for information Society Technologies / Research launched into transmissible spongiform encephalopathies /Biotechnology and finance get together / Erkshop explores city of the future","1","0","1999","","125","1","0","10226559","CS","G121"
"926","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Interaction in 3D Graphics SIGRAPH 98 Slide Sets","11","0","1998","32","4","1","0","0097-8930","CS","G121"
"927","CORDIS Focus","European Commission","Fifth Framework Programme Underway After Agreement by Council of Ministers. In this issue: LEONARDO DA VINCI 1999: Call for proposals / Harmonisation of Capital Markets Recommended to Aid SMEs Seeking Finance / Partenariat meetings on the increase / South Africa Bids for Research Pertners / Main Education-Related Events During the German Presidency Decided","1","0","1999","","124","1","0","10226559","CS","G121"
"928","CORDIS Focus","European Commission","Research Aims to Deliver Strategic Value. In this issue: CORDIS hosts one-stop-stop / Transport Action Programme aims for sustainable mobility / Innovation produces results / Council adopts three further specific programmes / European Industry too slow to innovate, warns ESC","2","0","1999","","127","1","0","10226559","CS","G121"
"929","CORDIS Focus","European Commission","Fifth Framework Programme (FP5) of Research, Technological Development and Demonstration (RTD): Key Actions Target Clear Objectives","2","0","1999","","126","1","0","10226559","CS","G121"
"930","SIGCAPH NEWSLETTER","ACM","A note from the Editor / Brief Reports from our Readers / New Technologies and / Notes on a Rehabilitation Robotics Odyssey / Interfacing Users","1","0","1999","","63","1","0","","CS","G121"
"932","SIGOIS Bulletin","ACM","Reports: ACM 1998 Conference on Computer Supported Cooperative Work CSCW 98 Conference Report / 4th German Conference on CSCW D / Designing Virtual Communities for Work / Babble: Supporting Conversation in the Workplace / Virtual Community Presence Awareness / Designing a Trans-Pacific Virtual Space / Community Building in CVW the MITRE Corporation / The Forum / Business value of 3D Virtual Environments / Identity in Virtual in Virtual Communities: Supporting Distributedfield Organisations","12","0","1998","19","3","1","0","","CS","G121"
"933","SIGWEB Newsletter","ACM","The newsletter of ACM's Special Interest Group on Hypertext and Hypermedia. SIGWEB supports the multi-disciplinary field of hypertext and hypermedia, facilitating its appliaction both on the World Wide Web and also in independent distributed and stand alone environments.","10","0","1998","7","3","1","1","","CS","G121"
"934","IEEE Professional Communication Society","IEEE","Two 50th Anniversaries","3","4","1999","43","2","1","0","01615718","CS","G121"
"935","IEEE Region 8 News","IEEE","IEE Fellows Elected in Region 8 / Nobel prize for IEEE Member / section Congess 99","2","0","1999","2","1","1","0","","CS","G121"
"936","SIGCUE Bulletin OUTLOOK","ACM","Papers: A brand New World for English Instruction with Interactive Multimedia and the World Wide Web / English Stress and Rhytm: A phonetics Courseware / Learning Words with Many texts / Asynchronous learning in the Visual arts and Design / Use WWW Resiurces for translation Classes in Taiwan","7","0","1998","26","3","1","0","","CS","G121"
"937","CORDIS Focus","European Commission","Help is At Hand as FP5 Calls Begin","3","0","1999","","129","1","0","10226559","CS","G121"
"938","Engineering Management","IEEE","Looking Back, Looking Ahead…","15","0","1999","49","1","1","0","1066212X","CS","G122"
"939","ACMMEMBERNET","ACM","Commentary: ACM Chief Executive Officer John White Discusses Plans for the Future / ACM Conference on Computers, Freedom, and Privacy","3","0","1999","42","3","1","0","","CS","Γ122"
"940","SIGWEB Newsletter","ACM","SIGWeb Election Slate / SIGWEB - The Web Working Groups / The SIGWeb Digital Library Project: HyNIC / Adpative Medical Information Delivery: Compining User, Situation, and task Models / The need for an Open Hypertext protocol","2","0","1999","7","1","1","0","","CS","G121"
"941","SIGCHI Bulletin","ACM","Papers (CHI 98): Unifying HCI: The Impossible Possibility: The CHI 98 Basic Research Symposium / Incorporating Work, Process and task Analysis Into Commercial And Industrial Object-Oriented Systems Development / Designing User Interfaces for Safety Critical systems / From Task to Dialogue: Task-based User Interface Design / Hyped Media to Hyper-Media: Toward Theoretical Foundations of Design, Use and Evaluation / To much of a good think? Identifyingand Resolving Bloat in the user Interface / boyond Internet Business-as-Usual","10","0","1998","30","4","1","0","07366906","CS","G121"
"942","CORDIS Focus","European Commission","European Neuroscience Research Serves Society. In this issue: Commission claims success for Telematics Programme / Fp5 Latest Calls for proposals / CORDIS Prsents - ERGO / EC updates GLP Directives / MEPs vote to help inventors / Commission and Patent Office join forces","4","0","1999","","129","1","0","10226559","CS","G121"
"943","Inedit","INRIA","Multimedia Applications for Palmtop Computers. Contents: partners: Multimedia applications for palmtop computers / Peeks & pokes: creating structured interactive video documents.","3","0","1999","","18","1","0","12683701","CS","G121"
"944","CORDIS Focus","European Commission","Fifth Framework Programme (FP5) for Research, Technological Development and Demonstration (RTD) / Commission wants more women involved in research / EU doubles budget to fight infevtious diseases / Bio-energy offers valuable lessons for applying R&D / Council approves FP5 agreement between Eu and Israel / Directive should protect rights of inventors / FP5 Web Service helps proposers","3","0","1999","","128","1","0","10226559","CS","G121"
"945","CORDIS Focus","European Commission","FP5 Services Attract New Users to CORDIS on the Web / Innovation and SME call / FP5 answers to questions / Speed bike improves city environment / Safer use of the Internet / Energy research for sustainable development","4","0","1999","","131","1","0","10226559","CS","G121"
"946","SIGCUE Bulletin OUTLOOK","ACM","The Working Group Reports of the 3rd Annual SIGCSE/SIGCUE ITiCSE Conference","10","0","1998","26","4","1","0","","CS","G121"
"947","SIGCUE Bulletin OUTLOOK","ACM","Papers: A Survey of Components for Intelligent Tutoring / New technologies for Rapid Development of Web Orientated Database applications / Turtlemania: A Math Game in a Distributed Environment","1","0","1999","27","1","1","0","","CS","G121"
"948","THE INTERFACE","IEEE Education Society","ABET's Regional Faculty Workshops- Moving practice Toward Criteria 2000","4","0","1999","","1","1","0","","CS","G121"
"949","CORDIS Focus","European Commission","FP5 Research Aims to Make the Internet Safer to Use. / Exploitation will obtain assistance from extended Cordis Results service / SMEs respond to first FP5 deadline / DG XIII will launch studies on innovation and R&D / FP5 has Important role in job creation / Europe needs more IT-skilled people to boost ideas","5","0","1999","","132","1","0","10226559","CS","G121"
"950","intelligence: New Visions of AI in Practice","ACM","COSPACE: Compining Web Browsing with Dynamically Generated 3D Multi-user Environments / Building Intelligent Dialog Systems","15","0","1999","10","1","1","0","1523-8822","CS","G121"
"951","IEEE Professional Communication Society","IEEE","Fry;s Fix","5","6","1999","43","3","1","0","01615718","CS","G121"
"952","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Non-Photorealistic Rendering","2","0","1999","33","1","1","0","0097-8930","CS","G121"
"953","INSPECMATTERS","IEE","IEE/INSPEC Appoints new vice-president of us marketing office","6","0","1999","","95","1","0","0266-1616","CS","G121"
"954","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","Σε αυτό το τεύχος: Προκυρήξεις (Ε.Ε. -ΗΠΑ: Συνεργασία στην τριτοβάθμια εκπαίδευση και επαγγελματική κατάρτιση /ΕΠΒ-Χρηματοδότηση για εισαγωγή συστημάτων EMAS-ISO 14001 / Διακρατική Ε&Τ Συνεργασία Ελλάδας - Γαλίας /ARIANE / ALURE","3","0","1999","","","1","0","","CS","G122"
"955","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","Προκηρύξεις (συνοπτική παρουσίαση) ΠΕΝΕΔ 1999","5","0","1999","","","1","0","","CS","G122"
"956","CORDIS Focus","European Commission","How Can the Candidate Countries Participate in FP5? / City scientists learn how to win European investment / EU-SEASED stores information on sediment samples / Commission calls for experts to monitor FP5 programmes / ESARDA celebrates its 3oth anniversary / CORDIS aims to help users make more effective use of its services","5","0","1999","","133","1","0","10226559","CS","G121"
"957","Inedit","INRIA","INRIA's Technological Poutreach Strategy. Contents: partners: helping company founders: the I-Source Gestion company / peeks & pokes: INRIA-Transfert: an incubator to help in innovative ICST / take note: it takes time to go from theory to applications","5","0","1999","","19","1","0","12683701","CS","G121"
"958","RESNA News","RESNA","Comedian Alex Valdez Chosen as Keynote Speaker","5","6","1999","11","3","1","0","08822476","CS","G124"
"959","IEEE Region 8 News","IEEE","Conferences in Region 8 / Society and Chapter news / IEEE Operations Center / IEEE Initiatives","5","0","1999","2","2","1","0","","CS","G121"
"961","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","Προγράμματα και Προθεσμίες / Προκυρήξεις / Συνέδρια","6","0","1999","","","1","0","","CS","G122"
"962","RESNA News","RESNA","State AT Projects Score Legislative Successes","7","8","1999","11","4","1","0","08822476","CS","G124"
"963","ACMMEMBERNET","ACM","Commentary: ACM Turing Award Presented to Jim Gray of Microsoft Research / Waterloo Wins Acm International Cpllegiate Programming Contest","6","0","1999","42","6","1","0","","CS","Γ122"
"964","SIGWEB Newsletter","ACM","Contents: OOHDM Web: An environment for Implementation of Hypermedia Applications in the WWW / Workshops: Open Hypermedia / Messenger Morphs the Media / Structural Computing / Panel: Adaptive Hypermedia, Wroters and Designers, Crossing the Chasm / heresies and Reformations","6","0","1999","8","2","1","0","","CS","G121"
"965","Engineering Management","IEEE","What is IEEE doing for me latelty?","16","0","1999","49","2","1","0","1066212X","CS","G122"
"966","CORDIS Focus","European Commission","Fifth Framework Programme for Research anf Technological Development: An Introductory guide","6","0","1999","","133","1","0","10226559","CS","G121"
"967","CORDIS Focus RTD Results","European Commission","Man and Materials - The First Technology: A special Materials Technology Offer Supplement Inside / Year 2000 risk manager developed / Decision making support technology / Web catalogue to handle Earth observation data / An ecological fuel / anti-depression drug extracted from plants / EASI: European applications in surgical interventions / The seawater green house for arid lands","5","0","1999","","19","1","0","10226559","CS","G121"
"968","SIGCAPH NEWSLETTER","ACM","Incorporating Clinical Diagnosis / A Real-Time Assistive Computer Interface","6","0","1999","","64","1","0","","CS","G121"
"969","THE INTERFACE","IEEE Education Society","Criteria 2000: lessons Learned","8","0","1999","","2","1","0","","CS","G121"
"970","NARTE NEWS","NARTE","NARTE Bids Farewell to Outgoing Executive Director John Holmberg","4","6","1999","17","2","1","0","","CS","G121"
"971","IEEE Professional Communication Society","IEEE","The Art of Conversation","7","8","1999","43","4","1","0","01615718","CS","G121"
"972","SIGOIS Bulletin","ACM","Focus Area Articles: Engineering Support for business process analysis and (re)design: progress report on the Testbed project / Not>eeting: A field trial of NetMeeting in a geographically disrtibuted organisation","4","0","1999","20","1","1","0","","CS","G121"
"973","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","Προκηρύξεις¨MLIS / HUMAN POTENTIAL /ALTENER II","7","8","1999","","","1","0","","CS","G122"
"974","IEEE Region 8 News","IEEE","Elections - Region 8 Director Elect Candidates' Statements","8","0","1999","2","3","1","0","","CS","G121"
"975","IEEE Professional Communication Society","IEEE","Letters to the Editor / Highlifgts of June AdCom Meeting","9","10","1999","43","5","1","0","01615718","CS","G121"
"976","RESNA News","RESNA","RESNA '99 Research Symposium Emphasized Aging Population","9","10","1999","11","5","1","0","08822476","CS","G124"
"977","Engineering Management","IEEE","Looking to the future…","14","0","1999","49","3","1","0","1066212X","CS","G122"
"978","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Presenting Visual Information Resonsibly","8","0","1999","33","3","1","0","0097-8930","CS","G121"
"979","MemberNet (Supplement to Communications of the ACM)","ACM","Commentary: Jenny House Urges ACM Members to Get involved with K-12 Education! / ACM Special task Force Identifies K-12 Education Problems","9","0","1999","","","1","0","","CS","G121"
"980","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Special Issues on the Columns","5","0","1999","33","3","1","0","0097-8930","CS","G121"
"981","CORDIS Focus","European Commission","Parliament Approves New Commission","10","0","1999","","135","1","0","10226559","CS","G121"
"982","CORDIS Focus","European Commission","Winners of the EU Young Scientists Competition / New Research Commissioner Pays First Visit to JRC /Liikanen pledges support for communications revolutions / Explaining the External Advisory Groups / Growth programme awareness campaign for second call / IST programme - second call launched / EU-US Agreement will stop double measurement","10","0","1999","","136","1","0","10226559","CS","G121"
"983","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","Προκηρύξεις (συνοπτική παρουσίαση) / Ε&Τ Συνεργασία Ελλάδας - Μ. Βρετανίας / GROWTH-Μετρήσεις και Δοκιμές, Υποδομη","9","0","1999","","","1","0","","CS","G122"
"984","Emdedded Review","Microsoft","Presented by Microsoft, these technical application notes for Embedded systems have been authored by leading companies in the embedded-system industry (Intel, Cadence, ARM, VenturCom, phoenix, Microsoft)","9","0","1999","","","1","0","","δείγμα","G121"
"985","Comminique","Miller Freeman","Green Hills Software Take Top Honors in VDC Report on Em,bedded Software Market / New Multi 2000 Intergrated Development Environment.","0","0","1999","2","","1","0","","δείγμα","G121"
"986","NARTE NEWS","NARTE","NARTE Expands Role in InformationManagement and Related Disability Access","7","10","1999","17","3","1","0","","CS","G121"
"987","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","Προγράμματα και Προθεσμίες / Προκηρύξεις (συνοπτική παρουσίαση)","10","0","1999","","","1","0","","CS","G122"
"988","RESNA News","RESNA","The New Paradigm of Disability","11","12","1999","11","6","1","0","08822476","CS","G124"
"989","SIGART Bulletin (intelligence)","ACM","Ontologies: Borrowing From Software Patterns / Cost Benefits of Ontologies","14","0","1999","10","3","1","0","10534830","CS","G121"
"990","","","","0","0","","","","1","0","","",""
"991","","","","0","0","","","","1","0","","",""
"992","IEEE Professional Communication Society","IEEE","PCS Awards for 1999","11","12","1999","43","6","1","0","01615718","CS","G121"
"993","CORDIS Focus","European Commission","Thirty Countries Participate in FP5. In this issue: Measurements and testing and infrastructure: Growth Programme opens call / Ozone pollution in the EU still a threat to human health, says Commission, A classification system for solid radioactive wastes / Accidental marione pollution framework looks set to go ahead / Space debris is a problem, say world experts","11","0","1999","","135","1","0","10226559","CS","G121"
"994","","","","0","0","","","","1","0","","",""
"995","THE INTERFACE","IEEE Education Society","IEEE Accrediation News","11","0","1999","","3","1","0","","CS","G121"
"996","CORDIS Focus","European Commission","Results of first IST Call; Cell factory research demonstrates value in applications; Third European Telework Awards given out; Sustainable mobility and interomodality advisory group presented; DLM forum calls for strategy for electronic archives","11","0","1999","","138","1","0","10226559","CS","G121"
"997","SIGCAPH NEWSLETTER","ACM","Lima Meeting 99; Making the Impossible, Possible; Current Trends in Telefonica de Argentina; Interact '99 Workshop; Designing Earcons with Musical Grammars","9","0","1999","","65","1","0","","CS","G121"
"998","CORDIS Focus RTD Results","European Commission","Industry; Information Technology; Energy; Special Feature: Embracing Technology in the Land of Lakes and Forests; Biological Sciences; Protecting man and his Environment; Agricultural and Marine Resources and Products; Measurements and Standards","11","0","1999","","21","1","0","10226559","CS","G121"
"999","MemberNet (Supplement to Communications of the ACM)","ACM","Commentary: FIDNet Panel Moderator John Markoff Discusses Context and Issues","12","0","1999","","","1","0","","CS","G121"
"1000","Engineering Management","IEEE","Our Society in Review","13","0","2000","50","1","1","0","1066212X","CS","G122"
"1001","CORDIS Focus","European Commission","LiiKanen promotes a strong e-economy for all in Europe / Commission to train bio-entrepreneuers. In this issue: Prime Ministers push SME Development up the agenda / Public funding must continue, say fusion experts / Seconfd opinion of aeronautics EAG /Improving Human Potential calls / programme for co-operation in education and training","3","0","2000","","145","1","0","10226559","CS","G121"
"1002","NARTE NEWS","NARTE","Welcome to the Newest Member of the NARTE Family","13","0","1999/2000","17","4","1","0","","CS","G121"
"1003","IEEE Professional Communication Society","IEEE","PCS's First-Issued IEEE Third Millenium Medal","3","4","2000","44","2","1","0","01615718","CS","G121"
"1004","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","Προγράμματα και Προθέσμιες / Προκηρύξεις (Συνοπτική Παρουσίαση)","4","0","1999","","","1","0","","CS","G122"
"1005","SIGCHI Bulletin","ACM","Papers: Web Usability: A Review of the Research / A Journey into Web Usability: What an Information Architect Learned on his Summer Vacation","1","0","1999","31","1","4","0","07366906","CS","G121"
"1006","SIGCHI Bulletin","ACM","Papers: It’s not Greek to me: Terminology and the Second Language","4","0","1999","31","2","4","0","07366906","CS","G121"
"1007","SIGCHI Bulletin","ACM","Papers: Strategies for a Better User Interface","7","0","1999","31","3","4","0","07366906","CS","G121"
"1008","SIGWEB Newsletter","ACM","Contents: Using Data Mining Techniques on Web Access Logs to Dynamically Improve Hypertext Structure / Facilitating Cooperative Learning in Hypermedia Systems / Web Engineering / Openess in Shared Workspaces: The Case for Collaborative OpenHypermedia Systems","10","0","1999","8","3","1","0","","CS","G121"
"1009","CORDIS Focus","European Commission","Money well spent / A world first: The sequencing of two plant chromosomes / Quality of Life programme launches 307 projects / Latest Calls under Fifth Framework Programme / Mediterranean research project concludes with Environmental Knowledge widened / Portuguese Counsil Presidency Innovation service Launched","1","0","2000","","141","1","0","10226559","CS","G121"
"1010","CORDIS Focus","European Commission","CORDIS meets Philippe Busquin","11","0","1999","","139","1","0","10226559","CS","G121"
"1011","INSPECMATTERS","IEE","IEE online journal service (IOJ) expands and reduces prices","12","0","1999","","96","1","0","0266-1616","CS","G121"
"1012","RESNA News","RESNA","RESNA 2000: Highlights of the Upcoming Schedule","1","2","2000","12","1","1","0","08822476","CS","G124"
"1013","IEEE Professional Communication Society","IEEE","Thomas Edison: The ""Symbolic Engineer","1","2","2000","44","1","1","0","01615718","CS","G121"
"1014","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","Προκηρύξεις (Ε&Τ Συνεργασία Ελλάδας0Κινας 2000-2002 / ALFA Συνεργασία μεταξύ ανώτατων εκπαιδευτικών ιδρυμάτων Ευρώπης Λατινικής Αμερικής / Ε&Τ Συνεργασία Ελλάδας - Σλοβενίας 2001-2002 / Ε.Ε - Καναδάς Συνεργασία στον τομέα της τριτοβάθμιας εκπαίδευσης","3","0","2000","","","1","0","","CS","G122"
"1015","intelligence: New Visions of AI in Practice","ACM","Knowledge Management for Best Practices","13","0","1999","10","4","1","0","1523-8822","CS","G121"
"1016","Engineering Management","IEEE","Welcome to the 21st Century Management","14","0","1999","49","4","1","0","1066212X","CS","G122"
"1017","IEEE Region 8 News","IEEE","European Operation Centre / Section News / Advanced Communications Technologies and Services / Society and Chapter news / Historic meetings","11","0","1999","2","4","1","0","","CS","G121"
"1018","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","Προκηρύξεις (PACT, Quality of Life, Human Potential, Growth","12","0","1999","","","1","0","","CS","G122"
"1019","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","Προκηρύξεις (Επιστημονική και Τεχνολογική Συνεργασία Ελλάδας-Ρουμανίας, HUMAN Potential - βελτ'ιωση της πρόσβασης σε ερευνητικές υποδομές, ENVIRONMENT - Πριβάλλον και Βιώσιμη Ανάπτυξη / ENRICH - Ευρωπαϊκό Δίκτυο Ερευνών για τις πλανητικές αλλαγές","11","0","1999","","","1","0","","CS","G122"
"1020","","","","0","0","","","","1","0","","",""
"1021","CORDIS Focus","European Commission","Sweden sweeps the board at the European IST awards. In this issue: Commission Launches new prizes to recognise scientific achievement / Special Report on IST99, Helsinki / Europe initiative to bring Information Society to Citizens / Conference will look at making the Information Society sustainable","12","0","1999","","140","1","0","10226559","CS","G121"
"1022","CORDIS Focus SUPPLEMENT","European Commission","Assistance for FP5 Proposers","12","0","1999","","16","1","0","10226559","CS","G121"
"1023","SIGOIS Bulletin","ACM","Focus Area articles: In search of a New generation of Knowledge Management Applications / The Social Affordances of E-Mail","8","0","1999","20","2","1","0","","CS","G121"
"1024","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Applications of Computer Vision to Computer Graphics","11","0","1999","33","4","1","0","0097-8930","CS","G121"
"1025","RESNA News","RESNA","Distance Education: The Possibil;ities are Limitless","3","4","2000","12","2","1","0","08822476","CS","G124"
"1026","SIGCAPH NEWSLETTER","ACM","Weasel: A computer based system / ACM Conference on Universal Usability / ICCHP 2000 / Math Braille; A System to transform LaTex","1","0","2000","","66","1","0","","CS","G121"
"1027","CORDIS Focus","European Commission","IPTS eyes next decade. Environment and sustainable development: 165 research projects win funding / European innovation needs a Community patent, says UNICE / New Strategy for jobs in the knowledge economy / Declaration of Athens on the Information Society / Europe Prepares for a common space strategy / IST programme opens third call for proposals / Communication on Precautionary principle now adopted","2","0","2000","","144","1","0","10226559","CS","G121"
"1028","CORDIS Focus","European Commission","Information Society is now an opportunity, not a threat. EU and US agree draft package for data protection / National co-ordination strengthened in Lisbon / Commission launches a new climate change programme / EESD and INDO II calls for proposals / CRIS 2000: Full registration details and programme","3","0","2000","","146","1","0","10226559","CS","G121"
"1029","IEEE Region 8 News","IEEE","News form the Sections / Society and Chapter News / Awards / News from IEEE / IEE Historical Milestones / Conferences / Calendar of Events / Guest Lecturer for Satellite Communications","2","0","2000","3","1","1","0","","CS","G121"
"1030","RESNA News","RESNA","","0","0","","","","1","0","","",""
"1031","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","Προκηρύξεις (LEONARDO DA VINCI, Επιστημονική και Τεχνολογική Συνεργασία Ελλάδας-Αλβανίας, Human Potential: Ευαισθητοποίηση του κοινού στην επιστήμη και τη τεχνολογία / Βελτίωση της κοινωνικοοικονομικής βάσης γνώσεων / IST: Φιλική προς το χρηστη κοινωνία των πληροφοριών)","2","0","2000","","","1","0","","CS","G122"
"1032","CORDIS Focus","European Commission","Science Without frontiers? / Liikanen promises EU support to SMEs / Changes to the guide for proposals / The new Enterprise Directorate -General / A legal framework for electronic signatures","1","0","2000","","142","1","0","10226559","CS","G121"
"1034","SIGCHI Bulletin","ACM","Columns: Education: HCI Education - People Stories, Diversity and Intolerance / Local SIGs: CHI Local SIGS: Easy to Find at CHI 99 and Increasingly, Throughout the World / Computers and Kids: Four Years of CHI kids from a CHIKid","10","0","1999","31","4","1","0","07366906","CS","G121"
"1035","CORDIS Focus","European Commission","Mr Gago outlines Portuguese Presidency plans for Community research. Biosafety Protocol-multilateral aggrement reached / Mobile roaming-Commission launches second phase of telecoms sector inquiry / Commission considers creation of DotEU Domain Name / High Flux Reactorresearch to supplement FP5 / Global Framework for authentication of e-commerce / CRIS 2000 - the conference","2","0","2000","","143","1","0","10226559","CS","G121"
"1036","ACMMEMBERNET","ACM","Commentary: Anita Borg Discusses Goals and Activities of the IWT","3","0","2000","43","3","1","0","","CS","Γ122"
"1037","THE INTERFACE","IEEE Education Society","Redesigning a Curriculum: A Focus on the Learner","4","0","2000","","1","1","0","","CS","G121"
"1038","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: New Visualisation Techniques","2","0","2000","34","1","1","0","0097-8930","CS","G121"
"1039","CORDIS Focus","European Commission","Co-ordination or bust, says Lisbon. A decade of R&D data / First result of IST's second call for proposals / Should there be a European standard for data protection / Europe needs a more dynamic enterprise culture / MEPs call for the establishment of a European Sustainable Wnergy Agency / eEurope initiative goes online / Energy programmes adopted","4","0","2000","","147","1","0","10226559","CS","G121"
"1040","CORDIS Focus","European Commission","Women scientists use science to press fpr gender equality / Expo2000: humankind, environment and technology / Figures for Fission and radiological sciences in negotiation / Arctic ozone this further / Lisbon spotlight / Last chance to register for CRIS 2000","4","0","2000","","148","1","0","10226559","CS","G121"
"1041","SIGCHI Bulletin","ACM","Articles: A Discussion of Cybersicknesses in Virtual Environments / A prelimianary Comparison of Body-wearable Computers to modern Audio Equipment in a Microgravity Environment / Teaching CSCW in developing countries trhough collaboration / Reading Patterns and Formats of Academic Articles on the Web / Displaying Search Results in Textual Databases / HCI and 3C Convergence / The friendly Intelligent Tutoring Environment: Teacher's Approach","1","0","2000","32","1","1","0","07366906","CS","G121"
"1042","IEEE Professional Communication Society","IEEE","The Cat who Walks By Himself","5","6","2000","44","3","1","0","01615718","CS","G121"
"1043","CORDIS Focus","European Commission","Rebuilding Damaged Bodies / The Future found in Canada? / Commission appoints an expert group to advise biotechnology / Long-Term Strategy required for European Aeronautics / Commission sets out EU enterprise policy / A 'club of excellence"" for innovative entrepreneurs","5","0","2000","","149","1","0","10226559","CS","G121"
"1044","SIGART Bulletin (intelligence)","ACM","War Stories: Making the Most of Organisational Memories / In serach of the Perfect Search-Engine","15","0","2000","11","1","1","0","10534830","CS","G121"
"1045","RESNA News","RESNA","The Health Care Financing Administration - Medicare Advisory Committee","5","6","2000","12","3","1","0","08822476","CS","G124"
"1046","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","Προκηρύξεις: Ε&Τ Συνεργασία Ελλάδας - Μ. Βρετανίας / Κοινο Πρόγραμμα Ερευνητικής, Επιστημονικής και Τεχνολογικής Συνεργασίας Κύπρου - Ελλάδας (2000 - 2002) / Ε&Τ Συνεργασία Ελλάδας-Ουκρανίας / HUMAN POTENTIAL - Συνοδευτικά Μέτρα","5","0","2000","","","1","0","","CS","G122"
"1047","HFES Bulletin","Human Factors and Ergonomics Society","Patient Safety and Human Factors/Ergonomics","2","null","2000","43","2","1","0","04381629","CS","G122"
"1048","HFES Bulletin","Human Factors and Ergonomics Society","IFA 2000 / HFES 2000 Congress Highlights","3","0","2000","43","3","1","0","04381629","CS","G122"
"1049","HFES Bulletin","Human Factors and Ergonomics Society","Is Truth Soluble in Politics?","4","0","2000","43","4","1","0","04381629","CS","G122"
