"JournalID","Title","Publisher","Theme","StartMonth","EndMonth","Year","Volume","Number","CopiesNo","PhotocopiesNo","ISSN","Subscriber","Shelf","Language","Available"
"1555","MICROSOFT DEVELOPER NETWORK NEWS","Microsoft","Windows NT and Developers/Visual Basic in an info system","11","null","1994","3","6","1","0","","CS","G120A","English","1"
"1556","MICROSOFT DEVELOPER NETWORK NEWS","Microsoft","Windows 95 goes global/International CompuServe resources","1","2","1995","4","1","1","0","","CS","G120A","English","1"
"1557","MICROSOFT DEVELOPER NETWORK NEWS","Microsoft","Windows 95 controls on Windows NT/Visual c++ 2.1/New Windows Setup guidelines","3","4","1995","4","2","1","0","","CS","G120A","English","1"
"1558","MICROSOFT DEVELOPER NETWORK NEWS","Microsoft","Special Windows 95 / The Microsoft Network / High Performance in Win32","5","6","1995","4","3","1","0","","CS","G120A","English","1"
"1559","MICROSOFT DEVELOPER NETWORK NEWS","Microsoft","Programming for the Windows 95 Game SDK","7","8","1995","4","4","1","0","","CS","G120A","English","1"
"1560","MICROSOFT DEVELOPER NETWORK NEWS","Microsoft","Distribute the Load with Remote Automation Visual Basic 4.0 and OLE 2.0 now provide the tools to build distributed solutions","11","12","1995","4","6","1","0","","CS","G120A","English","1"
"1561","MICROSOFT DEVELOPER NETWORK NEWS","Microsoft","What's Microsoft Up to on the Internet?","1","2","1996","5","1","1","0","","CS","G120A","English","1"
"1562","Mini-Micro Systems","Cahners Publishing","Postscript/Microrisc/Software Trends '88","1","null","1988","0","1","1","0","0364-9342","CS","CS-LIB","English","1"
"1563","Mini-Micro Systems","Cahners Publishing","Drive Testing/UNIX/Tape Drives","4","null","1988","0","4","1","0","0364-9342","CS","CS-LIB","English","1"
"1564","Mini-Micro Systems","Cahners Publishing","Database Management Systems/Micro-To-Mainframe Links","5","null","1987","0","5","1","0","0364-9342","CS","CS-LIB","English","1"
"1565","Mini-Micro Systems","Cahners Publishing","Distributed DBMSes/Minicomputers/Uninterruptible power systems","6","null","1987","0","6","1","0","0364-9342","CS","CS-LIB","English","1"
"1566","Mini-Micro Systems","Cahners Publishing","More Workstations/Image-processing, Product Tables: Graphics terminals, Monitors","7","null","1987","0","7","1","0","0364-9342","CS","CS-LIB","English","1"
"1567","Mini-Micro Systems","Cahners Publishing","Artificial Intelligence hardware/Multiuser systems","8","null","1987","0","8","1","0","0364-9342","CS","CS-LIB","English","1"
"1568","Mini-Micro Systems","Cahners Publishing","Graphics ICs/Fax Boards/Minisuper Computers","10","null","1987","0","10","1","0","0364-9342","CS","CS-LIB","English","1"
"1569","Mini-Micro Systems","Cahners Publishing","Focus on Apple/Pick OS/Disk and Tape","11","null","1987","0","11","1","0","0364-9342","CS","CS-LIB","English","1"
"1570","Mini-Micro Systems","Cahners Publishing","Optical Disks/Benchmarks/IBM on OS/2","12","null","1987","0","12","1","0","0364-9342","CS","CS-LIB","English","1"
"1571","MULTIMEDIA & CD-ROM","COMPUPRESS","Multimedia/Κάρτες Video","10","null","1993","0","1","1","0","","CS","CS-LIB","Ελληνικό","1"
"1572","MULTIMEDIA & CD-ROM","COMPUPRESS","CD-ROM DRIVERS/Video for Windows/Multimedia","11","null","1993","0","2","1","0","","CS","CS-LIB","Ελληνικό","1"
"1573","MULTIMEDIA & CD-ROM","COMPUPRESS","Multimedia PC, Multimedia Παρουσιάσεις, Microsoft Dinosaurs, Κάρτες ήχου.","12","null","1993","0","3","1","0","","CS","CS-LIB","Ελληνικό","1"
"1574","MULTIMEDIA & CD-ROM","COMPUPRESS","Multimedia PC, Microsoft Sound System 2.0, Microsoft Multimedia Viewer 2.0, Adobe Premier 1.0 for Windows, Microsoft Cinemania","1","null","1994","0","4","1","0","","CS","CS-LIB","Ελληνικό","1"
"1575","MULTIMEDIA & CD-ROM","COMPUPRESS","Special edition: Video Blaster","3","null","1994","0","5","1","0","","CS","CS-LIB","Ελληνικό","1"
"1576","MULTIMEDIA & CD-ROM","COMPUPRESS","Panasonic CF-V21P, CD-ROM Drives","4","null","1994","0","6","1","0","","CS","CS-LIB","Ελληνικό","1"
"1577","MULTIMEDIA & CD-ROM","COMPUPRESS","Unique Multimedia PC, Lotus 1-2-3 R.4 Multimedia Edition, Κάρτες Ηχου","5","null","1994","0","7","1","0","","CS","CS-LIB","Ελληνικό","1"
"1578","MULTIMEDIA & CD-ROM","COMPUPRESS","Η Ελληνική αγορά των Multimedia","6","null","1994","0","8","1","0","","CS","CS-LIB","Ελληνικό","1"
"1579","MULTIMEDIA & CD-ROM","COMPUPRESS","Dictionary of the Living Word, Multimedia News, Great Wonders of the Word","7","8","1994","0","9","1","0","","CS","CS-LIB","Ελληνικό","1"
"1580","MULTIMEDIA & CD-ROM","COMPUPRESS","Microsoft Bookshelf '94","9","null","1994","0","10","1","0","","CS","CS-LIB","Ελληνικό","1"
"1581","MULTIMEDIA & CD-ROM","COMPUPRESS","Woodstock: 3 Days of Peace & Music","10","null","1994","0","11","2","0","","CS","CS-LIB","Ελληνικό","1"
"1582","MULTIMEDIA & CD-ROM","COMPUPRESS","Microsoft Ancient Lands, Multimedia PCs","11","null","1994","0","12","1","0","","CS","CS-LIB","Ελληνικό","1"
"1583","MULTIMEDIA & CD-ROM","COMPUPRESS","Multimedia Games","12","null","1994","0","13","1","0","","CS","CS-LIB","Ελληνικό","1"
"1584","MULTIMEDIA & CD-ROM","COMPUPRESS","CD-ROM Drives","1","null","1994","0","14","1","0","","CS","CS-LIB","Ελληνικό","1"
"1602","NEWSWEEK","Newsweek Inc.","Computers & Communications The New Alliances","3","null","1993","0","0","1","0","","δείγμα","G122","English","1"
"1603","NEWSWEEK","Newsweek Inc.","Office Automation: Networks in Action","11","null","1993","0","0","1","0","","δείγμα","G122","English","1"
"1604","Notices of the American Mathematical Society","American Mathematical Society","Factoring Polynomials Quickly/Supercomputers and the NSF/Mathematical Text Processing","1","null","1987","34","1","1","0","0002-9920","δείγμα","CS-LIB","English","1"
"1605","Occupational Therapy","Official Publication of the American","Nationally Speaking-Technology Applications in Occupational Therapy, Computers and Occupational Therapy","11","null","1987","41","11","1","0","0272-9490","δείγμα","G122","English","1"
"1606","Paradox Developer's Journal","Cobb Group","Inplementing an incremental search in Paradox for Windows","6","null","1993","4","6","1","0","1051-9696","δείγμα","GROUP-LIB","English","1"
"1607","PC Computing","Ziff-Davis","User Interface Wars, DOS 4.0, Super Scanners","11","null","1988","1","4","1","0","0899-1847","δείγμα","CS-LIB","English","1"
"1608","PC Computing","Ziff-Davis","Windows NT/Mobile Computing/The Ultimate Notebook/Speed Pocket Modems/Tiny Mobile Printers/Powerful PCMCIA Cards","7","null","1993","6","7","1","0","","δείγμα","G122","English","1"
"1679","PC PERSONAL COMPUTING","Database Publications Ltd","Getting to grips with Graphics, Opus Datasafe, Optical Drivers, Midi Music, Video Bios, Reviews","2","null","1990","3","10","1","0","0952-3014","δείγμα","CS-LIB","English","1"
"1680","PC PLUS","Future Publishing Ltd","386 Power Test/Databases/Exchangeable Hard Disks","2","null","1990","0","41","1","0","","δείγμα","CS-LIB","English","1"
"1681","PC PLUS","Future Publishing Ltd","Power portables/Budget word processing/Understanding Disks/Hand-Held Scanners/Specialist Accounting","6","null","1990","0","45","1","0","","δείγμα","CS-LIB","English","1"
"1682","PC PLUS","Future Publishing Ltd","Windows 3, flatbed Scanners & Software, Modems, Remote Control Programs","7","null","1990","0","46","1","0","","δείγμα","CS-LIB","English","1"
"1683","PC TODAY","Database Publications Ltd","Multiusers Solutions, Moving up to Unix, OS/2 and networked systems, Voice messaging, Norton Backup","6","null","1990","4","2","1","0","0952-3014","δείγμα","CS-LIB","English","1"
"1684","PC USER","EMAP Business Publications","Windows 3.0/NEC and Sharp colour portables/Communications","15","null","1990","0","133","1","0","0263-5720","δείγμα","CS-LIB","English","1"
"1685","PC USER","EMAP Business Publications","Guide to Networking and Communications","11","null","1990","0","145","1","0","0263-5720","δείγμα","CS-LIB","English","1"
"1686","PC USER","EMAP Business Publications","IBM's 486 Bruisers/Dynabook laptop/Dot-matrix printers","11","12","1990","0","146","1","0","0263-5720","δείγμα","CS-LIB","English","1"
"1687","PC WINDOWS","VNU Business","Five-Tuning improve your Windows, Future plans for Windows","11","null","1992","0","0","1","0","","δείγμα","G122","English","1"
"1761","PMR European Journal of Physical Medicine and Rehabilitation","Official Organ of the Royal Belgian Society of PMR","Papers: Pelvic Floor Exercise in the Treatment of Impotence/ Reaction Time in Patients with Chronic Low-Back Pain","5","null","1995","5","2","1","0","1017-6721","δείγμα","G122","English","1"
"1762","Power Up Software","","","17","null","","XIV","0","1","0","","δείγμα","G122","English","1"
"1763","Power Up Software","","","17","null","","XVI","0","1","0","","δείγμα","G122","English","1"
"1850","PRODUCT DESIGN & DEVELOPMENT EUROPE","Chilton Company","Technical Update: Fluid Power Technology","4","null","1994","2","2","1","0","","δείγμα","G122","English","1"
"1851","PRODUCT DESIGN & DEVELOPMENT EUROPE","Chilton Company","CAD/CAM Software Report","15","null","1994","2","3","1","0","","CS","G122","English","1"
"1852","PRODUCT DESIGN & DEVELOPMENT EUROPE","Chilton Company","Engineer Registration Program, New Product Information, Marketplace","9","null","1994","2","4","1","0","","CS","G122","English","1"
"1853","PRODUCT DESIGN & DEVELOPMENT EUROPE","Chilton Company","Electronica Preview, Computer Simulation Software, New Product Information","10","null","1994","2","5","1","0","","CS","G122","English","1"
"1854","PRODUCT DESIGN & DEVELOPMENT EUROPE","Chilton Company","Industrial design, Marketplace, New product reviews","11","null","1994","2","6","1","0","","CS","G122","English","1"
"1855","Quality and Reliability Engineering International","John Wiley & Sons","This journal devoted to practical engineering problems from the fields of quality and reliability.","13","null","1995","11","1","1","0","0748-8017","δείγμα","G122","English","1"
"1856","RAM","Computer Peripherals International","1. Οι σταθμοί εργασίας IBM RISC 6000 2. Η σειρά '86 της Intel 3. Εξερευνώντας το DOS.","4","null","1990","0","25","1","0","","CS","box_1","Ελληνικό","1"
"1857","RAM","Computer Peripherals International","Ελληνικό WordPerfect 5.1, Windows 3.1, Norton Desktop.","9","null","1991","0","40","1","0","","CS","box_1","Ελληνικό","1"
"1858","RAM","Computer Peripherals International","Hewlett Packard Deskjet 500C, WordPerfect 5.1, COMPAQ DESKPRO 483S/16M.","1","null","1992","0","44","1","0","","CS","box_1","Ελληνικό","1"
"1859","RAM","Computer Peripherals International","Συγκριτικές Δοκιμές:25 Μητρικές 386-486, 25 Κάρτες Οθόνης, 15 Εκτυπωτές LASER, 5 Ομότιμα Δίκτυα","1","null","1993","0","55","1","0","","CS","box_1","Ελληνικό","1"
"1860","RAM","Computer Peripherals International","Συγκριτικές Δοκιμές:Φορητοί, Κάρτες Δικτύου, Πακέτα Λογιστικής, Διορθωτές Ελληνικών","2","null","1993","0","56","1","0","","CS","box_1","Ελληνικό","1"
"1861","RAM","Computer Peripherals International","Συγκριτικές Δοκιμές:Συστήματα 386SX, Σαρωτές, Πακέτα Φορολογίας, Αφιέρωμα Εργομάδες","3","null","1993","0","57","1","0","","CS","box_1","Ελληνικό","1"
"1862","RAM","Computer Peripherals International","MS-DOS 6.0/21 Συστήματα 386DX/12 Συστήματα 486SX/14 Πακέτα Λογιστικής/7 Σαρωτές Xειρός","4","null","1993","0","58","1","0","","CS","box_1","Ελληνικό","1"
"1863","RAM","Computer Peripherals International","INTEL PENTIUM/MS VISUAL C++/AUTOCAD 12 FOR WINDOWS/NOVELL NETWARE 4.0","5","null","1993","0","59","1","0","","CS","box_1","Ελληνικό","1"
"1864","RAM","Computer Peripherals International","WINDOWS NT/Δοκιμές:Μητρικές 386-486, Κάρτες Super VGA, Φύλλα Εργασίας DOS, Κάρτες Ηχου","6","null","1993","0","60","1","0","","CS","box_1","Ελληνικό","1"
"1865","RAM","Computer Peripherals International","Οι πρώτοι AMD 486DX/40-Δοκιμές: Φορητοί, Οθόνες, Κάρτες ήχου, Εμπορικά πακέτα","16","null","1993","0","61","1","0","","CS","box_1","Ελληνικό","1"
"1866","RAM","Computer Peripherals International","Συγκριτικά:12 Συστήματα 386SX, 37 Εκτυπωτές γραμμής και 17 Εκτυπωτές Laser, 8 Υπερκάρτες γραφικών","9","null","1993","0","62","1","0","","CS","box_1","Ελληνικό","1"
"1867","RAM","Computer Peripherals International","Συγκριτικά:27 Συστήματα 386DX/486SX, 22 Σκληροί δίσκοι, 6 Οδηγοί CD-ROM, 5 Παραθυρικές C/C++","10","null","1993","0","63","1","0","","CS","box_1","Ελληνικό","1"
"1868","RAM","Computer Peripherals International","Εξελληνισμένα Windows 3.1/New Excel 5.0 & Word 6.0","11","null","1993","0","64","1","0","","CS","box_1","Ελληνικό","1"
"1869","RAM","Computer Peripherals International","Συγκρητικά: 8 Εμπορικά Πακέτα, 18 Οθόνες 14""-15"", 29 Κάρτες S-VGA, 31 ΜΟΝΤΕΜ","12","null","1993","0","65","1","0","","CS","box_1","Ελληνικό","1"
"1870","RAM","Computer Peripherals International","Συγκρητικά: 5 Συστήματα Pentium, 19 Οθόνες 17-21"", Σαρωτές, ΙΒΜ PowerPC, Impetus Alpha","1","null","1994","0","66","1","0","","CS","box_1","Ελληνικό","1"
"1873","REHAB Management","Allied Health Care Publications","Rural Rehab/Assessing Athletic Head Injuries/ACL Injury Rehab","8","9","1993","6","5","1","0","0899-6237","CS","CS-LIB","English","1"
"1874","REHAB Management","Allied Health Care Publications","Rehab International, Rehab Ergonomics, Rehab Engineering","10","11","1993","6","6","1","0","0899-6237","CS","CS-LIB","English","1"
"1875","REHAB Management","Allied Health Care Publications","Pediatric Rehab Engineering, Early Rehab Intervention, Ethics and Outcomes, Rehab Economics","12","1","1994","7","1","1","0","0899-6237","CS","CS-LIB","English","1"
"1876","REHAB Management","Allied Health Care Publications","Technology Assessment, Advanced Technology in Sports Medicine, Electrotherapy Issues Forum","2","3","1994","7","2","1","0","0899-6237","CS","CS-LIB","English","1"
"1880","Reliability Engineering & System Safety","Elsevier Applied Science","It is an Inter. Journal devoted to the development and apllication of methods for the enhancement of the safety and reliability of complex tech. systems.","1","null","1995","47","1","1","0","0951-8320","δείγμα","G122","English","1"
"1881","Speech Communication","Elsevier Science","Speech Communication covers all aspects of speech communication processes between humans as well as between humans and machines.","1","null","1995","16","1","1","0","0167-6393","δείγμα","G122","English","1"
"1882","SPEECH COMMUNICATION AN INTERDISCIPLINARY JOURNAL","North-Holland Publishing Company","Speech Communication incorporates all theoretical and experimental aspects of the speech communication processes.","5","null","1992","1","1","1","0","0167-6393","δείγμα","CS-LIB","English","1"
"1895","SUN EXPERT","Computer Publishing Group Inc.","Optical Disks/Running Laps/Practical UNIX Security","7","null","1991","2","7","1","0","1053-9239","δείγμα","CS-LIB","English","1"
"1896","SUN EXPERT","Computer Publishing Group Inc.","X-Teminals/Magnum Opus/Practical UNIX Security","9","null","1991","2","9","1","0","1053-9239","δείγμα","CS-LIB","English","1"
"1897","SYSTEMS INTERNATIONAL","Reed Business Publishing","Networking special, Real time software","7","null","1986","14","7","1","0","","CS","CS-LIB","English","1"
"1898","SYSTEMS INTERNATIONAL","Reed Business Publishing","Desktop publishing, IBM directions, Enhancing UNIX","2","null","1987","15","2","1","0","","CS","CS-LIB","English","1"
"1899","SYSTEMS INTERNATIONAL","Reed Business Publishing","Image Processing, Low cost plotters OS-9","8","null","1987","15","8","1","0","","CS","CS-LIB","English","1"
"1900","SYSTEMS INTERNATIONAL","Reed Business Publishing","Evaluating speech, recognition systems, The myth of graphics standards, Page printer survey","10","null","1987","15","10","1","0","","CS","CS-LIB","English","1"
"1901","SYSTEMS INTERNATIONAL","Reed Business Publishing","Ergonomics Standards/Image processing algorithms/Software tools","12","null","1987","15","12","1","0","","CS","CS-LIB","English","1"
"1902","SYSTEMS INTERNATIONAL","Reed Business Publishing","Storage special-QIC, DAT, Optical disc survey, Prototyping, Software maintenance","2","null","1988","16","2","1","0","","CS","CS-LIB","English","1"
"1903","SYSTEMS INTERNATIONAL","Reed Business Publishing","Expert Systems Shells/Real time Ada/Fax board survey","4","null","1988","16","4","1","0","","CS","CS-LIB","English","1"
"1904","Technology and Disability","Elsevier Science Ireland","Special Issue Rural Technology","3","null","1995","4","1","1","0","1055-4181","CS","δείγμα","English","1"
"1905","Technology Management","Elsevier Science","In focus: Transforming our workplaces into Virtual Laboratories","12","null","1994","1","1","1","0","1073-4457","δείγμα","G121","English","1"
"1913","TELECOM Τηλεπληροφορική/Τηλεπικοινωνίες","Reed Business Publishing","ISDN/On-Line Πληροφόρηση Πού; Πώς; Γιατί;/Modems 28800 bps","4","null","1994","0","1","1","0","","CS","G120A","Ελληνικό","1"
"1914","TELECOM Τηλεπληροφορική/Τηλεπικοινωνίες","Reed Business Publishing","FORTHnet/Κινητή Τηλεφωνία, Telecom Lab Test","6","null","1994","0","2","1","0","","CS","G120A","Ελληνικό","1"
"1915","TELECOM Τηλεπληροφορική/Τηλεπικοινωνίες","Reed Business Publishing","Audio-Video Information στο Internet, Remote Ethernet Bridges","10","null","1994","0","3","1","0","","CS","G120A","Ελληνικό","1"
"1916","TELECOM Τηλεπληροφορική/Τηλεπικοινωνίες","Reed Business Publishing","Integrated Services Digital Network","12","null","1994","0","4","1","0","","CS","G120A","Ελληνικό","1"
"1917","TELECOM Τηλεπληροφορική/Τηλεπικοινωνίες","Reed Business Publishing","Στρατηγική στις Τηλεπικοινωνίες, Βιομηχανία επικοινωνιών δεδομένων Προβλέψεις για το 1995, Εισοδος στα On-Line Συστήματα","3","null","1995","0","5","1","0","","CS","G120","Ελληνικό","1"
"1918","TELECOM Τηλεπληροφορική/Τηλεπικοινωνίες","Reed Business Publishing","Test Modems v.34/ Internetworking Αξιοποιήστε Routers and Bridges για διαδικτύωση/ Internet Microsoft and UUNET προσεγγίζουν το Δίκτυο","16","null","1995","0","6","1","0","","CS","G120A","Ελληνικό","1"
"1919","The C Users Journal","Robert Ward","Artificial Intelligence","3","null","1990","8","3","1","0","0898-9788","CS","CS-LIB","English","1"
"1920","The C Users Journal","Robert Ward","Real-Time Systems","4","null","1990","8","4","1","0","0898-9788","CS","CS-LIB","English","1"
"1921","The C Users Journal","Robert Ward","Number Crunching","5","null","1990","8","5","1","0","0898-9788","CS","CS-LIB","English","1"
"1922","The C Users Journal","Robert Ward","Software Design","6","null","1990","8","6","1","0","0898-9788","CS","CS-LIB","English","1"
"1923","The C Users Journal","Robert Ward","Object-Oriented Programming","7","null","1990","8","7","1","0","0898-9788","CS","CS-LIB","English","2"
"1924","The C Users Journal","Robert Ward","Graphics","8","null","1990","8","8","1","0","0898-9788","CS","CS-LIB","English","1"
"1925","The C Users Journal","Robert Ward","Communications","9","null","1990","8","9","1","0","0898-9788","CS","CS-LIB","English","1"
"1926","The C Users Journal","Robert Ward","Debugging","10","null","1990","8","10","1","0","0898-9788","CS","CS-LIB","English","1"
"1927","The C Users Journal","Robert Ward","Operating Systems OS/2, UNIX & VMS","11","null","1990","8","11","1","0","0898-9788","CS","CS-LIB","English","1"
"1928","The C Users Journal","Robert Ward","Device Control","12","null","1990","8","12","1","0","0898-9788","CS","CS-LIB","English","2"
"1929","The C Users Journal","Robert Ward","Portability (Resources, Compiler Differences, Macro Tricks) - Using Large Arrays - Multi-Threaded C","1","null","1991","9","1","1","0","0898-9788","CS","CS-LIB","English","1"
"1930","The C Users Journal","Robert Ward","Algorithms","2","null","1991","9","2","1","0","0898-9788","CS","CS-LIB","English","1"
"1931","The C Users Journal","Robert Ward","Real-Time Programming","3","null","1991","9","3","1","0","0898-9788","CS","CS-LIB","English","1"
"1932","The C Users Journal","Robert Ward","User Interfaces","4","null","1991","9","4","1","0","0898-9788","CS","CS-LIB","English","1"
"1933","The C Users Journal","Robert Ward","Numerical Applications","5","null","1991","9","5","1","0","0898-9788","CS","CS-LIB","English","1"
"1934","The C Users Journal","Robert Ward","Advanced Application Development","6","null","1991","9","6","1","0","0898-9788","CS","CS-LIB","English","1"
"1935","The C Users Journal","Robert Ward","New Frontiers in C","7","null","1991","9","7","1","0","0898-9788","CS","CS-LIB","English","1"
"1936","The C Users Journal","Robert Ward","Graphics","8","null","1991","9","8","1","0","0898-9788","CS","CS-LIB","English","1"
"1937","The C Users Journal","Robert Ward","Debugging, X-Window Programming, A Call-Tree Generator","10","null","1991","9","10","1","0","0898-9788","CS","CS-LIB","English","1"
"1938","The C Users Journal","Robert Ward","Operating Systems","11","null","1991","9","11","1","0","0898-9788","CS","CS-LIB","English","1"
"1939","The C Users Journal","Robert Ward","Device Control","12","null","1991","9","12","1","0","0898-9788","CS","CS-LIB","English","1"
"1940","The C Users Journal","Robert Ward","Portability","1","null","1992","10","1","1","0","0898-9788","CS","CS-LIB","English","1"
"1941","The C Users Journal","Robert Ward","Algorithms","2","null","1992","10","2","1","0","0898-9788","CS","CS-LIB","English","1"
"1942","The C Users Journal","Robert Ward","Scientific and Numerical Applications","5","null","1992","10","5","1","0","0898-9788","CS","CS-LIB","English","1"
"1943","The C Users Journal","Robert Ward","Software Tools","6","null","1992","10","6","1","0","0898-9788","CS","CS-LIB","English","1"
"1944","The C Users Journal","Robert Ward","Extensions, Procedure Tables, Simulations","7","null","1992","10","7","1","0","0898-9788","CS","CS-LIB","English","1"
"1945","The C Users Journal","Robert Ward","Communications/Networks","9","null","1992","10","9","1","0","0898-9788","CS","CS-LIB","English","1"
"1946","The C Users Journal","Robert Ward","Debugging, Spatial Filtering, Real-World Binary Trees, Writing CRC Routines, Data Compression","10","null","1992","10","10","1","0","0898-9788","CS","CS-LIB","English","1"
"1947","The C Users Journal","Robert Ward","Operating Systems, Console Stream Manipulators, A Versatile Plotting Routine, Image Processing in C","11","null","1992","10","11","1","0","0898-9788","CS","CS-LIB","English","1"
"1948","The C Users Journal","Robert Ward","Device Control (Bimodal Interrupts, A Midi Device Driver, Windows Device Drivers)","12","null","1992","10","12","1","0","0898-9788","CS","CS-LIB","English","1"
"1949","The C Users Journal","Robert Ward","Advanced Solutions for C/C++ Programmers/Portability","1","null","1993","11","1","1","0","0898-9788","CS","CS-LIB","English","1"
"1950","The C Users Journal","Robert Ward","Algorithms/Financial Functions/Linear Programming/Image Segmentation/Threads/Mastering Pointers","2","null","1993","11","2","1","0","0898-9788","CS","CS-LIB","English","1"
"1951","The C Users Journal","Robert Ward","Real-Time & Embedded Systems/80x86-Based Embedded Systems/A Small 80x86 Executive","3","null","1993","11","3","1","0","0898-9788","CS","CS-LIB","English","1"
"1952","The C Users Journal","Robert Ward","Advanced Solutions for C/C++ Programmers, Natural Language Processing, User Interfaces","4","null","1993","11","4","1","0","0898-9788","CS","CS-LIB","English","1"
"1953","The C Users Journal","Robert Ward","Object-Oriented Programming/C++ Envelope and Letter Class Idiom/Templates in C++/Testing Objects","5","null","1993","11","5","1","0","0898-9788","CS","CS-LIB","English","1"
"1954","The C Users Journal","Robert Ward","Scientific and Numerical Applications/Natural Language Processing for Tense and Number/C Image Processing","6","null","1993","11","6","1","0","0898-9788","CS","CS-LIB","English","1"
"1955","The C Users Journal","Robert Ward","Software Tools/Revision Control/C++ Streams","7","null","1993","11","7","1","0","0898-9788","CS","CS-LIB","English","1"
"1956","The C Users Journal","Robert Ward","Graphics/Automated Unit Testing","8","null","1993","11","8","1","0","0898-9788","CS","CS-LIB","English","1"
"1957","The C Users Journal","Robert Ward","Windows Programming","9","null","1993","11","9","1","0","0898-9788","CS","CS-LIB","English","1"
"1958","The C Users Journal","Robert Ward","Debugging/Embedded Systems/Exception Handling in C","10","null","1993","11","10","1","0","0898-9788","CS","CS-LIB","English","1"
"1959","The C Users Journal","Robert Ward","Device Control, DMA Controller Programming, Data Acquisition and Control Under Windows","11","null","1993","11","11","1","0","0898-9788","CS","CS-LIB","English","1"
"1960","The C Users Journal","Robert Ward","Advanced Development Strategies: Using C/C++ with Clipper, On-The-Fly Compression, A Windows Debugging Stream, Bitmap Image Transformations","12","null","1993","11","12","1","0","0898-9788","CS","CS-LIB","English","1"
"1961","The C Users Journal","Robert Ward","Portability/A Short Float Type in C++","1","null","1994","12","1","1","0","0898-9788","CS","CS-LIB","English","1"
"1962","The C Users Journal","Robert Ward","Algorithms: An unusal Compression Technique, Fast Text Matching, Efficient Binary Encoding","2","null","1994","12","2","1","0","0898-9788","CS","CS-LIB","English","1"
"1963","The C Users Journal","Robert Ward","Real-Time/Embedded Systems, Streamlining C++ Programs","3","null","1994","12","3","1","0","0898-9788","CS","CS-LIB","English","1"
"1964","The C Users Journal","Robert Ward","Advanced Solutions for C/C++ Programmers User Interfaces","4","null","1994","12","4","1","0","0898-9788","CS","CS-LIB","English","1"
"1965","The C Users Journal","Robert Ward","Object-Oriented Programming, Advanced Solutions for C/C++ Programmers","5","null","1994","12","5","1","0","0898-9788","CS","CS-LIB","English","1"
"1966","The C Users Journal","Robert Ward","Scientific/Numerical Applications/Divided-Difference Interpolation","6","null","1994","12","6","1","0","0898-9788","CS","CS-LIB","English","1"
"1967","The Computing Magazine","McGraw-Hill Company","In this issue The Multimedia Revolution","17","null","","0","4","1","0","","δείγμα","G122","English","1"
"1968","The Greate Graphics IC Race","","","17","null","","0","0","1","0","","","","English","1"
"1969","The INESC JOURNAL OF RESEARCH & DEVELOPMENT","INESC","Papers: A wood industrial application for quality control using image processing/ Context-free syntax and natural language engineering/ Personal Computer Based ISDN Terminal/ Analog to Digital Converter with BiCMOS Technology","7","12","1993","4","2","1","0","0","δείγμα","G122","English","1"
"1970","THE JOURNAL OF COMPUTER DOCUMENTATION","ACM","Information about the Special Interest Group for Documentation (SIGDOC)","3","null","1991","15","1","1","0","","δείγμα","G122","English","1"
"1971","The Journal of the Learning Sciences","Laurence Erlbaum Associates","Learning Mathematics from Classroom Instruction","17","null","1992","2","4","1","0","1058-8406","δείγμα","G122","English","1"
"1972","The Macintosh","Adobe Systems Incorporated","New Products for the New Macs","14","null","1987","0","0","1","0","","δείγμα","CS-LIB","English","1"
"1973","THE MICRO USER","Database Publications Ltd.","Education: Up-to-the minute news of the BBC Micro in the world of education.","2","null","1990","7","12","1","0","","δείγμα","CS-LIB","English","1"
"1974","The National Trust Magazine","Margaret Willes","Step This Way: Angus Stirling reaffirms the need for access to the countryside","14","null","1994","0","73","1","0","","δείγμα","G122","English","1"
"1975","User Modeling and User-Adapted Interaction","Kluwer Academic Publishers","Special Issue on: Student Modeling","1","null","1995","5","1","1","0","0924-1868","CS","G121","English","1"
"1976","User Modeling and User-Adapted Interaction","Kluwer Academic Publishers","Special issue on Student Modeling","17","null","1995","5","2","1","0","0924-1868","CS","G121","English","1"
"1977","User Modeling and User-Adapted Interaction","Kluwer Academic Publishers","Special Issue on : Numerical Uncertaintly Management in User and Student Modeling","17","null","1995","5","3-4","1","0","0924-1868","CS","G121","English","1"
"1978","Virtual Reality Special Report","Miller Freeman","Virtual Auditoriums: Sharing VR in Small Groups/ Bronx Hospital Uses VR for Entertainment, Rehabilitation/ VR Industry Standards","11","12","1995","2","5","1","0","","CS","G117","English","1"
"1979","Virtual Reality Special Report","Miller Freeman","Virtual Reality in Medicine/ VR shows a new way to Education","1","2","1996","3","1","1","0","1074-1038","CS","G117","English","1"
"1980","VIRTUAL REALITY SYSTEMS","SIG-Advanced Applications, Inc.","Human Perceptual Issues & VR, Applications: From Wall Street to Virtual Museums","3","null","1993","1","1","1","0","","CS","CS-LIB","English","1"
"1981","VIRTUAL REALITY SYSTEMS","SIG-Advanced Applications, Inc.","Special Feature Aerospace & Military Applications of Virtual Reality","14","null","1993","1","2","1","0","","CS","CS-LIB","English","1"
"1982","VIRTUAL REALITY SYSTEMS","SIG-Advanced Applications, Inc.","Special Issue: Virtual Reality and Medical Applications","15","null","1994","1","3","1","0","","CS","CS-LIB","English","1"
