BookID,Category,CopiesNo,CoverType,FotocopiesNo,ISBN,Includes,Origin,PublicationYear,Publisher,Shelf,Theme,Title
151,book,1,paperback,0,0201107457,,cs,1990,acm press,g121,"this book presents the results of research that makes the interface to a program's source code and documentation intelligible, communicative, and attractive.",human factors and typography for more readable programs
152,book,1,paperback,0,1558602410,,cs,1993,morgan kaufmann publishers,g121,"this book is an organized collection of readings from the research literature of groupware and computer-supported cooperative work, introduced and set in context by brief introductory essays.",readings in groupware and computer-supported cooperative work: assisting human-human collaboration
153,book,1,paperback,0,0934613249,,cs,1987,morgan kaufmann publishers,g121,"this book serves as an invaliable source work for system designers, cognitive scientists, computer scientists, managers and anyone concerned with the effectiveness of user-computer interfaces.",readings in human-computer interaction a multidisciplinary approach
154,book,1,paperback,0,0134450566,,cs,1983,prentice-hall,g122,the purpose of the book is to briefly convey several considerations related to controlling human error in systems.,human error in computer systems
155,book,1,paperback,0,0134460480,,cs,1989,prentice-hall,,"this book presents a set of human factors/ergonomics ""tools"", including easy-to-use statistical methods (with supporting software) that are useful for evaluating the results of many human factors studies.",human performance engineering
156,book,1,paperback,0,0333556860,,cs,1991,macmillan press,g121,this book provides a clear and comprehensive introduction to the theory and practice of marketing.,"marketing, an introductory text (5th edition)"
157,book,1,paperback,0,0333470214,,cs,1991,macmillan press,g121,this book is an attempt to cater for the anticipated growth in demand for information on the subject as students and managers recognise its importance as an essential and first element in the formulation of strategy and management of the marketing mix.,research for marketing
158,proceedings,2,hardbound,0,9051991312,,cs,1993,ios press,g123,"proceedings of the 1st tide congress, 6-7 april 1993, brussels",rehabilitation technology strategies for the european union
159,report,1,paperback,0,,,cs,1992,commission of the european communities,g120a / g117,this document is structured in three parts 1. rationale and overview 2. description of the scope of the r&d work 3. r&d task descriptions.,tide 2nd phase workplan draft
160,book,1,hardbound,0,0890066469,,cs,1993,artech house,g123,1. cellular radio. δωρεα στη βιβλιοθηκη ιπ-ιτε.,cellular radio systems
161,book,1,paperback,0,0333436903,,3π16,1987,macmillan press,g121,"this practical introduction to data structures, files and databases provides the reader with the essential techniques and underlying theory used in the design of structured data.","data structures, files and databases"
162,book,1,hardbound,0,0201502577,,cs,1990,acm press,g121,this book describes current attempts to understand and to develop database programming languages.,advances in database programing languages
164,book,1,hardbound,0,9051991525,,cs,1994,ios press,g123,knowledge processing for decision support in the health sector. development methodologies for knowledge based systems. problems in the integration of kbss and clinical information systems.,knowledge and decisions in health telematics
165,book,1,hardbound,0,0201544415,,cs,1993,addison-wesley publishing company,g121,this book is about user interface design from a computer-user interface designer's point of view.,the user interface concepts & design
166,book,1,paperback,0,0672228009,,cs,1991,sams publishing,cs-lib,this book learns you how to create and use objects while developing viable software applications.,object-oriented programming in c++
167,book,1,paperback,0,0672302926,,cs,1993,sams publishing,g120a,"συνοδεύεται από μια δισκέτα ""programming windows games with borland c++"". this book teaches to programmers how to use object-oriented programming techniques to write computer games.",programming windows games borland c++
168,book,1,hardbound,0,0262023466,,cs,1992,mit press,g122,"this book examines the use of integrated multimedia to support social or collaborative research, learning, and instruction in the university.","sociomedia multimedia, hypermedia, and the social construction of knowledge"
169,book,1,paperback,0,0262521628,,cs/e,1988,mit press,,this book makes a significant contribution to the current debate on computer writing.,"text, context, and hypertext writing with and for the computer"
170,book,1,hardbound,0,0201510464,,cs,1991,addison-wesley publishing company,g122,this book provides the information needed to design and build user interface software.,developing software for the user interface
171,book,1,hardbound,0,0471937843,,cs,1993,john wiley & sons,g121,in this book current new interace design technology and techniques are described.,user interface software
172,proceedings,1,paperback,0,3540574336,,cs,1993,springer-verlag berlin,g121,"third international conference, ewhci'93 moscow, russia, august 1993 selected papers.",human-computer interaction
173,report,1,διαφάνεια,1,,,3π13,1988,esprit,g122,general aspects of the user interface design,investigation of the user interface component for the termbank
174,proceedings,1,paperback,0,020153344x,,cs,1992,addison-wesley publishing company,,"conference proceedings on human factors in computing systems striking a balance held in monterey, california, may 3-7, 1992",chi '92 conference proceedings striking a balance
175,book,1,paperback,0,041511523x,,cs,1993,routledge,,"this is a lively and forceful book which should encourage passionate debate about the future, where schools are going and what the syllabus should include.",education for the twenty-first century
176,book,1,paperback,0,0412370700,,cs,1990,chapman & hall,g122,"this book includes full, up-to-date coverage of subjects such as local area networks, wide area networks, value  added networks, protocols and convergence and isdn. δωρεα στη βιβλιοθηκη ιπ-ιτε.",computer communications (second edition)
177,book,1,hardbound,0,0065013646,,cs,1991,harper collins publishers,g117,two of the most powerful resources in child development education have now joined forces to create an unprecedented multidimensional educational tool.,the developing child
178,book,1,paperback,0,087942284x,,cs,1992,ieee press,g121,this book shows how to communicate more effectively in the workplace.,writing & speaking in the technology professions
179,book,1,hardbound,0,0132966336,,cs,1993,ellis horwood,g123,"this book develops to discuss the technology and applications required by the market, the commercial pressures, the role of expert systems in business, and decision making issues.",expert systems in business real world applications
180,directory,1,paperback,0,,,cs,1993,bell communications research,,"this catalog contains descriptions of documents, descriptions of bellcore training courses and products and services offered to the public.",designing the user interface: strategies for effective human-computer interaction
