Copies,EndMonth,ISSN,NewsletterID,Number,Photocopies,Publisher,Shelf,StartMonth,Subscriber,Theme,Title,Volume,Year
1,0,10226559,1040,148,0,european commission,g121,4,cs,"women scientists use science to press fpr gender equality / expo2000: humankind, environment and technology / figures for fission and radiological sciences in negotiation / arctic ozone this further / lisbon spotlight / last chance to register for cris 2000",cordis focus,,2000
1,0,07366906,1041,1,0,acm,g121,1,cs,articles: a discussion of cybersicknesses in virtual environments / a prelimianary comparison of body-wearable computers to modern audio equipment in a microgravity environment / teaching cscw in developing countries trhough collaboration / reading patterns and formats of academic articles on the web / displaying search results in textual databases / hci and 3c convergence / the friendly intelligent tutoring environment: teacher's approach,sigchi bulletin,32,2000
1,6,01615718,1042,3,0,ieee,g121,5,cs,the cat who walks by himself,ieee professional communication society,44,2000
1,0,10226559,1043,149,0,european commission,g121,5,cs,"rebuilding damaged bodies / the future found in canada? / commission appoints an expert group to advise biotechnology / long-term strategy required for european aeronautics / commission sets out eu enterprise policy / a 'club of excellence"" for innovative entrepreneurs",cordis focus,,2000
1,0,10534830,1044,1,0,acm,g121,15,cs,war stories: making the most of organisational memories / in serach of the perfect search-engine,sigart bulletin (intelligence),11,2000
1,6,08822476,1045,3,0,resna,g124,5,cs,the health care financing administration - medicare advisory committee,resna news,12,2000
1,0,,1046,,0,irc πραξη,g122,5,cs,"προκηρύξεις: ε&τ συνεργασία ελλάδας - μ. βρετανίας / κοινο πρόγραμμα ερευνητικής, επιστημονικής και τεχνολογικής συνεργασίας κύπρου - ελλάδας (2000 - 2002) / ε&τ συνεργασία ελλάδας-ουκρανίας / human potential - συνοδευτικά μέτρα",πραξη: διάχυση τεχνολογίας,,2000
1,,04381629,1047,2,0,human factors and ergonomics society,g122,2,cs,patient safety and human factors/ergonomics,hfes bulletin,43,2000
1,0,04381629,1048,3,0,human factors and ergonomics society,g122,3,cs,ifa 2000 / hfes 2000 congress highlights,hfes bulletin,43,2000
1,0,04381629,1049,4,0,human factors and ergonomics society,g122,4,cs,is truth soluble in politics?,hfes bulletin,43,2000
1,0,04381629,1050,5,0,human factors and ergonomics society,g122,5,cs,opinion: patient safety andf human factors opportunities,hfes bulletin,43,2000
1,0,04381629,1051,6,0,human factors and ergonomics society,g122,6,cs,do you think globally and act locally?,hfes bulletin,43,2000
1,0,,1052,,0,irc πραξη,g122,4,cs,"προκηρύξεις: πολιτισμος 2000 / νατο science for peace / ε&τ συνεργασία ελλάδας - πολωνίας / ten telecom / growth m&t, infrastructure",πραξη: διάχυση τεχνολογίας,,2000
1,0,,1053,,0,ieee,,0,,,engineering management society,,
1,0,1066212x,1054,2,0,ieee,g122,15,cs,the challenge,engineering management,50,2000
1,0,,1055,2,0,ieee,g121,5,cs,february board meeting / ieee membership statistics / news from the region,ieee region 8 news,3,2000
1,0,10226559,1056,152,0,european commission,g121,6,cs,europe looks to e-volve / brite euram project awardedtop composite prize / follow the green brick road / eu israel aggreement enters into force / have your say on prozctive initiative in bionics / new growth call,cordis focus,,2000
1,0,,1057,2,0,narte,g121,16,cs,"marte and arrl agree to jointly foster and promote technical awareness, education and achievement in amateur and commercial telecommunications",narte news,18,2000
1,8,08822476,1058,4,0,resna,g124,7,cs,new transit wheelchair standard,resna news,12,2000
1,0,10226559,1059,153,0,european commission,g121,6,cs,era firmly on council agenda / era full steam ahead / achilleas mitsos appointed head of dg research / commission calls for proposals for innovation in the newly associated countries / special report from eureka ministerial conference at expo 2000 / ist 2000,cordis focus,,2000
1,0,,1060,,0,irc πραξη,g122,6,cs,προκηρύξεις (συνοπτική παρουσίαση) / innovation / growth / lfe - φύση,πραξη: διάχυση τεχνολογίας,,2000
1,0,,1061,,0,acm,g121,6,cs,"commentary: cfp chair lorrie faith cranor discusses highlights of 10th annual computers, freedom, and privacy conference / crossref initiative enhances acm's expanding digital library",membernet (supplement to communications of the acm),,2000
1,8,01615718,1062,4,0,ieee,g121,7,cs,pcs's second issued / iee third millenium medal,ieee professional communication society,44,2000
1,0,10226559,1063,154,0,european commission,g121,7,cs,innovation and the knowledge society - top priorities for french presidency / community patent proposed by commission,cordis focus,,2000
1,0,10226559,1064,22,0,european commission,g121,4,cs,a quality of life special edition,cordis focus rtd results,,2000
1,0,07366906,1065,2,0,acm,g121,4,cs,articles: hci and brasil / on sharing resources and donating books: what are we doing wrong? is this the bull-in-a-china-shop syndrome? / universal commands for telephony-based spoken language systems / telephone speech standrds committee descriptive document / the classroom of the 21st century / towards the essence of information,sigchi bulletin,32,2000
1,8,,1066,,0,irc πραξη,g122,7,cs,προκηρύξεις: eureka / innovation - θεματικά δίκτυα και συνοδευτικά μέτρα,πραξη: διάχυση τεχνολογίας,,2000
1,0,10226559,1067,155,0,european commission,g121,7,cs,europe needs more than the rtd framework programme,cordis focus,,2000
1,0,,1068,67,0,acm,g121,6,cs,enhacing nonverbal human computer interaction / assistive technology corporate news flash,sigcaph newsletter,,2000
1,0,10226559,1069,156,0,european commission,g121,8,cs,"prodi endorses commission's research policy / sweden: eu's most innovation friendly member, survey receals",cordis focus,,2000
1,0,,1070,3,0,ieee,g121,8,cs,kotelnikov awarded alexander graham bell medal / students matter,ieee region 8 news,3,2000
1,0,,1071,2,0,ieee education society,g121,8,cs,information technology or information engineering,the interface,,2000
1,8,,1073,,0,acm sigchi,g123,7,cs,computers and kids: how young is too young for technology? / hci education: just in time - hci education for those on the e-dge / standards: update on human - computer interaction standards: part 2: international standards,sigchi bulletin (a supplement to interactions),,2000
1,0,0097-8930,1074,2,0,acm siggraph,g121,5,cs,focus: web3d roundup,siggraph computer graphics,34,2000
1,0,1523-8822,1075,2,0,acm,g121,16,cs,mind games: evolving a checkers player without relying on human expertise / commercial robots come of age / interface agents as surrogate users,intelligence: new visions of ai in practice,11,2000
1,10,08822476,1076,5,0,resna,g124,9,cs,disability association leader to become resna executive director,resna news,12,2000
1,0,10226559,1077,23,0,european commission,g121,8,cs,the new eco-friendly vehicle micro eco car / strategic organization and regulation transport / homebrain: design for all / new antibiotic gene cluster / environmental safety for growth and reproduction: a multinational effort / new food technology: bag in box,cordis focus rtd results,,2000
1,0,,1078,,0,irc πραξη,g122,9,cs,προκηρύξεις: ekax 2001 / παβετ 2000 / πεπερ 2000 / asia it&c /ist/ life - περιβάλλον / θρακη - αιγαιο -κυπρος,πραξη: διάχυση τεχνολογίας,,2000
1,0,10226559,1079,157,0,european commission,g121,9,cs,australia launches fund to assist health projects under fp5 / eu-us biotechnology consultative forum launched,cordis focus,,2000
1,0,0266-1616,1080,97,0,iee,g121,6,cs,inspec now available via sciencedirect / full-text linking - dream or reality? / iee journals to be available via silverplatter's silverlinker,inspecmatters,,2000
1,0,1066212x,1081,3,0,ieee,g122,16,cs,thinking global,engineering management,50,2000
1,10,01615718,1082,5,0,ieee,g121,9,cs,dash it all,ieee professional communication society,44,2000
1,9,,1083,,0,acm sigchi,g123,9,cs,"hci education: hard questions have no answers / computers and kids: the changing landscape of children's technologies / standards, part 3: more international standards",sigchi bulletin (a supplement to interactions),,2000
1,0,04381629,1084,9,0,human factors and ergonomics society,g122,9,cs,2000 congress a big success,hfes bulletin,43,2000
1,0,,1085,2,0,human factors and ergonomics society,g122,9,cs,"articles: honey, i forgot the users! / desighning handled devices: a challenging road ahead / japanese government action on adaptive gruise control / computer user's bill of rights / apa division 34, polulation & environmental psyxhology",ctg hfes digest,2,2000
1,0,10226559,1086,159,0,european commission,g121,10,cs,commission calls for action on innocvation,cordis focus,,2000
1,0,,1087,161,0,iee,g122,10,cs,"iee criticises power line researchers' cancer claims / iee prizes for top young designers / meet john midwinter, iee president for 2000 / 2001",iee news,,2000
1,8,04381629,1088,7-8,0,human factors and ergonomics society,g122,7,cs,searching for other members / viewing contact information / reviewing your own information / reviewing your own information / download membership renewal forms / get your member id,hfes bulletin,43,2000
1,0,04381629,1089,10,0,human factors and ergonomics society,g122,10,cs,"""on tune-ups, small-ball, and ""the vision thing"" / scoping out the system / what about growth in membership? / human factors and patient safety, continued",hfes bulletin,43,2000
1,0,10226559,1090,158,0,european commission,g121,9,cs,busquin meets meps to discuss cloning / in this issue: commission to oversee coal and steel research / commission acts on expert advice / preparing citizens for the information society / liikanen spells out role of e-commission / bio-collaboration analysed in brussels,cordis focus,,2000
1,0,10226559,1091,160,0,european commission,g121,10,cs,"busquin and the business of research. in this issue: finish research - making the right moves / major internet move helps europe's research future / commission outlines guidelines for next framework programme / fp5's growth, ist and euratom programmes launch new calls / innovation in practice",cordis focus,,2000
1,0,,1092,,0,irc πραξη,g122,9,cs,προκηρύξεις: σωκρατης / ε&τ συνεργασια ελλαδας-σλοβακιας / πενεδ 2000 / τεχνομαθεια ιιι / ευρωπαικο ετος γλωσσων 2001,πραξη: διάχυση τεχνολογίας,,2000
1,0,,1093,,0,acm,,,,,acmmembernet,,
1,0,,1094,,0,acm,g121,9,cs,commentary: peter d. weddle discusses acm's new career resource center,membernet (supplement to communications of the acm),,2000
1,0,10226559,1095,161,0,european commission,g121,11,cs,liikanen highlights the requirements of an information society in the run-up to ist 2000 / meps approve the eu-russia scientific c0-operation agreement,cordis focus,,2000
1,0,,1096,3,0,narte,g121,14,cs,"""communicating with nature""",narte news,18,2000
1,12,08822476,1097,6,0,resna,g124,11,cs,moving from a proud past to a promising tomorrow,resna news,12,2000
1,12,01615718,1098,6,0,ieee,g121,11,cs,pcs awards for 2000,ieee professional communication society,44,2000
1,0,10534830,1099,3,0,acm,g121,14,cs,"using ai for control of teleoperated robots / intelligent tutoring systems / language and music in galway, ireland",sigart bulletin (intelligence),11,2000
1,0,,1100,68,0,acm,g121,8,cs,"assets 2000 registration / user interfaces for all, a new book / using a cyberlink mental interface",sigcaph newsletter,,2000
1,0,04381629,1101,1,0,human factors and ergonomics society,g122,1,cs,the age of ergonomics problems,hfes bulletin,42,1999
1,0,04381629,1102,2,0,human factors and ergonomics society,g122,2,cs,hfes joins aaes,hfes bulletin,42,1999
1,0,04381629,1103,3,0,human factors and ergonomics society,g122,3,cs,osha draft ergonomics regulation,hfes bulletin,42,1999
1,0,04381629,1104,4,0,human factors and ergonomics society,g122,4,cs,hfes hosts intersociety forum,hfes bulletin,42,1999
1,0,04381629,1105,5,0,human factors and ergonomics society,g122,5,cs,"hf competencies part i: who are we, and what we do?",hfes bulletin,42,1999
1,7,04381629,1106,6-7,0,human factors and ergonomics society,g122,6,cs,join us in houston,hfes bulletin,42,1999
1,0,04381629,1107,8,0,human factors and ergonomics society,g122,8,cs,greatest engineering achievements: call for nominations,hfes bulletin,42,1999
2,0,04381629,1108,9,0,human factors and ergonomics society,g122,9,cs,"human factors, politics, and stakeholders",hfes bulletin,42,1999
1,0,04381629,1109,10,0,human factors and ergonomics society,g122,10,cs,"human factors competencies, part ii",hfes bulletin,42,1999
2,0,04381629,1110,11,0,human factors and ergonomics society,g122,11,cs,"on monday, i am an optimist",hfes bulletin,42,1999
1,0,04381629,1111,12,0,human factors and ergonomics society,g122,12,cs,houston annual meeting had the solution,hfes bulletin,42,1999
1,0,04381629,1112,6,0,human factors and ergonomics society,g122,6,cs,where the action is: emerging research and practice / ansi/hfes 100 revision realied for canvass,hfes bulletin,41,1998
1,0,,1113,2,0,human factors and ergonomics society,g122,8,cs,articles in this issue: new engineering tool aids loss prevention / what's new in wireless: mobile data / internet / the editor's comments / chairperson's corner / the new us-dol dictionary of occupational titles / design for ageing network / an unexpected variation of the muller-lyer illusion / tell us about your research,ctg hfes digest,1,1999
1,0,0266-1616,1114,93,0,iee,g121,6,cs,announcing your major developments from inspec and the iee,inspecmatters,,1998
1,0,10226559,1115,162,0,european commission,g121,11,cs,"""we need to talk"", say experts at genetics in europe""",cordis focus,,2000
1,0,,1116,3,0,acm,g121,12,cs,a discussion on approaches to handling exceptions in workflows / the gods must be crazy: a matter of the time in collaborative system,sigois bulletin,20,1999
1,0,,1117,3,0,ieee education society,g121,11,cs,active learning,the interface,,2000
1,0,,1118,2,0,human factors and ergonomics society,g122,16,δείγμα,news and views from our tg chair,msrtg news,10,1998
1,0,10226559,1119,24,0,european commission,g121,11,cs,special issue on french technologies and innovation including guest feature: french industrial innovation,cordis focus rtd results,,2000
1,0,,1120,4,0,ieee,g121,11,cs,denmark: seven ieee third millennium medals to denmark section,ieee region 8 news,3,2000
1,0,10226559,1121,163,0,european commission,g121,12,cs,mitsos makes his mark,cordis focus,,2000
1,0,04381629,1122,11,0,human factors and ergonomics society,g122,10,cs,women's issues task report,hfes bulletin,43,2000
1,0,,1123,,0,irc πραξη,g122,11,cs,προκηρύξεις: ε&τ συνεργασια ελλαδας γιουγκοσλαβιας / ist / nuclear energy:πυρηνικη σχάση / ten-telecom /eesd-ενεργεια / human potential / eesd-περιβαλλον / quality of life / εεsed-eνεργεια / growth,πραξη: διάχυση τεχνολογίας,,2000
1,0,04381629,1124,12,0,human factors and ergonomics society,g122,11,cs,osha releases final ergo standard,hfes bulletin,43,2000
1,0,,1125,,0,irc πραξη,g122,12,cs,"προκηρύξεις: δικτυωθειτε, pact, growth",πραξη: διάχυση τεχνολογίας,,2000
1,0,10226559,1126,164,0,european commission,g121,12,cs,commission adopts eeurope communication / era: an idea whose time has come,cordis focus,,2000
1,0,1066212x,1127,4,0,ieee,g122,14,cs,complexity,engineering management,50,2000
1,0,0097-8930,1128,3,0,acm siggraph,g121,8,cs,contents: between analogue and digital / graphics: the language of interactive storytelling / visfiles: confessions of visualization skeptic / enormous eyes the tiny grasping hands / chapers continue to grow / collaborative and interdisciplinary computer animation course,siggraph computer graphics,34,2000
1,0,04381629,1130,1,0,human factors and ergonomics society,g122,1,cs,update on the tune-up,hfes bulletin,44,2001
1,0,,1131,12,0,acm,γ122,12,cs,commentary: editor-in-chief lisa neal discusses acm's new online elearn magazine / acm1: beyond cyberspace in march 2001,acmmembernet,43,2000
1,2,01615718,1132,1,0,ieee,g121,1,cs,reflections on ipcc/sigdoc 2000,ieee professional communication society,45,2001
1,0,,1133,,0,irc πραξη,g122,1,cs,προκηρύξεις: ευρωπαϊκό ΄ετος γλωσσών / ε&τ συνεργασία ελλάδας - ιταλίας (2001- 2003) / human potential - βραβείο descartes / παβετ-νε / ακμων,πραξη: διάχυση τεχνολογίας,,2001
1,0,08822476,1134,1,0,resna,g124,15,cs,resna2001 - the at odyssey continues,resna news,13,2001
1,0,,1135,4,0,narte,g121,13,cs,breaking new barriers in 2001,narte news,18,2000
1,0,10226559,1136,165,0,european commission,g121,1,cs,research and the swedish presidency,cordis focus,,2001
1,0,10226559,1137,166,0,european commission,g121,1,cs,"after the era, a european education area?",cordis focus,,2001
1,0,04381629,1138,2,0,human factors and ergonomics society,g122,2,cs,human factors and the decade of behavior,hfes bulletin,44,2001
1,0,,1139,1,0,ieee,g121,2,cs,from the regional director / region * administration,ieee region 8 news,4,2001
1,0,10226559,1140,167,0,european commission,g121,2,cs,thomas ostros: fp6 must be tool for era implementation / european parliament adopts resolution on european research area with conditions,cordis focus,,2001
1,0,1523-8822,1141,4,0,acm,g121,13,cs,bridging the gap: using ai to bring hypermedia users and designers together,intelligence: new visions of ai in practice,11,2000
1,,,1142,,0,,,,,,,,
1,12,,1143,,0,acm sigchi,g123,9,cs,computers and kids / hci education / standards / hci and the internet,sigchi bulletin (a supplement to interactions),,2000
1,0,10226559,1144,168,0,european commission,g121,3,cs,thomas ostros: fp6 must be tool for era implementation / european parliament adopts resolution on european research area with conditions,cordis focus,,2001
1,0,,1145,,0,irc πραξη,g122,2,cs,προκηρύξεις: πολιτισμος 2000 / ims (ευφυη συστηματα βιομηχανικης παραγωγης / ist / human potential - υποτροφιες marie curie,πραξη: διάχυση τεχνολογίας,,2001
1,2,,1146,,0,acm sigchi,g123,1,cs,computers and kids: impacts of media and violence on children and youth / hci eductaion: the right mind? / local sigs: how new local chapters work,sigchi bulletin (a supplement to interactions),,2001
1,0,0097-8930,1147,4,0,acm siggraph,g121,10,cs,"gaming and graphics: computer games, not computer movies - richard rouse iii",siggraph computer graphics,34,2000
1,0,,1148,69,0,acm,g121,1,cs,usual business / interact 99 workshop position papers,sigcaph newsletter,,2001
1,0,10226559,1149,169,0,european commission,g121,3,cs,commission comments on research infrastruictures and the era,cordis focus,,2001
1,4,01615718,1150,2,0,ieee,g121,3,cs,strunkenwhite,ieee professional communication society,45,2001
1,0,04381629,1151,3,0,human factors and ergonomics society,g122,3,cs,braving the winds of csahnge in policyland,hfes bulletin,44,2001
1,0,,1152,1,0,human factors and ergonomics society,g122,3,cs,articles: a taxonomy for cedm / are cubicles on the way out? / virginia tech's smart road / product safety information on the web: current practices and issues to consider / easier access to bank teller machines / get ready to be challenged: how to prepare for the qualification process / accessibility / common industry format for usability test reporting: boon or bane?,ctg hfes digest,3,2001
1,4,,1153,2,0,,g123,3,δείγμα,the microsoft data warehousing framework,msdnnews,10,2001
1,0,10254013,1154,25,0,european commission,g121,3,cs,technology opprtunities today,cordis focus supplement,,2001
1,0,1066212x,1155,1,0,ieee,g122,13,cs,momentum,engineering management,51,2001
1,0,,1156,,0,irc πραξη,g122,3,cs,"προκηρύξεις: ε&τ συνεργασία ελλάδας - γαλλίας  / πενεδ 2001 / save / altener / asiait&c / inco (δράσεις επιμερισμένης δαπάνης συνδυασμένες δράσεις, θεματικά δίκτυα) / econtent",πραξη: διάχυση τεχνολογίας,,2001
1,0,04381629,1157,4,0,human factors and ergonomics society,g122,4,cs,opinion: life beyond the osha ergonomics standard,hfes bulletin,44,2001
1,0,10226559,1158,170,0,european commission,g121,4,cs,europe must promote new technologies - european council conclusions,cordis focus,,2001
1,0,,1159,1,0,ieee education society,g121,4,cs,500 to 1: improving the low odds of learning in large lectures,the interface,,2001
1,0,10226559,1160,171,0,european commission,g121,4,cs,copyright rules for a european information society agreed,cordis focus,,2001
1,0,10226559,1161,172,0,european commission,g121,5,cs,networks of excellence start to take shape,cordis focus,,2001
1,4,,1163,,0,acm sigchi,g123,3,cs,computers and kids: the children's challenge: new technologies to support co-located and distributed collaboration / hci education - principles for design and formulae for creativity / hci and the web: web of confusion,sigchi bulletin (a supplement to interactions),,2001
1,0,,1164,3,0,acm,γ122,3,cs,"commentary: acm1 master-of-ceremonies bob metcalfe discusses upcoming conference / acm1 exposition march, 2001 san jose, california",acmmembernet,44,2001
1,0,,1165,1,0,acm,g121,4,cs,"research directions in designing intercultural interaction in collaborative virtual communities / culture vultuires: considring culture and communication in virtual environments / inhabiting space: remarks on the production of place by urban ""tribes""",sigois bulletin,21,2000
1,6,01615718,1166,3,0,ieee,g121,5,cs,"culture, communication, and an information age madonna",ieee professional communication society,45,2001
1,0,,1167,,0,acm,,0,,papers: econof: a model and tool to strategicaly,sigcue bulletin outlook,,
1,0,,1168,2,0,acm,g121,3,cs,"papers: econof: a model and tool to strategically manage continuous training / the role of conflicts in the learning process / a course-assistant based on a curriculum struicture and xml resources / a curriculum based visual interface for cource authoring and learning / designing intelligent tutoring systems: a multiagent planning approach / miace, a human cognitive architecture",sigcue bulletin outlook,27,2001
1,0,10534830,1169,1,0,acm,g121,15,cs,building a structural search engine,sigart bulletin (intelligence),12,2001
1,0,10226559,1170,173,0,european commission,g121,5,cs,gender equality in science remains firmly on commission agenda,cordis focus,,2001
1,0,0097-8930,1171,1,0,acm siggraph,g121,2,cs,data-driven animation: visualising science-fused music / gaming and graphics: games on the verge of a nervous breakdown,siggraph computer graphics,35,2001
1,0,,1172,,0,irc πραξη,g122,4,cs,"προκηρύξεις: enter, alfa, συνεργασια ε.ε. - καναδά στην τριτοβάθμια εκπαίδευση / συνεργασία ε.ε. -ηπα στην τριτοβάθμια εκπαίδευση / πρόγραμμα τεχνικής έρευνας",πραξη: διάχυση τεχνολογίας,,2001
1,0,08822476,1173,2,0,resna,g124,16,cs,accessibility of new telecommunication & information technologies: what does the future hold?,resna news,13,2001
1,6,,1174,,0,acm sigchi,g123,5,cs,computers and kids: what a teacher can teach us / hci and the web: how many users does it take to change a web site?,sigchi bulletin (a supplement to interactions),,2001
1,0,04381629,1175,5,0,human factors and ergonomics society,g122,5,cs,ballot reform gets an airing,hfes bulletin,44,2001
1,0,10226559,1176,26,0,european commission,g121,4,cs,technology opportunities today,cordis focus rtd results,,2001
1,0,,1177,2,0,ieee,g121,5,cs,region 8 ieee fellows 2001 / professor zhores alferov shares nobel prize in physics,ieee region 8 news,4,2001
1,0,10226559,1178,174,0,european commission,g121,6,cs,eureka reinforces backing for innovative smes / project consortia to be encouraged to include candidate countries / a revitalised european group on ethics and new technologies eyes the future / innovation: policy and practice special section / eu-funded medical advances showcase in paris,cordis focus,,2001
1,0,1066212x,1179,2,0,ieee,g122,15,cs,integration,engineering management,51,2001
1,0,,1180,,0,irc πραξη,g122,5,cs,προκηρύξεις: ε&τ συνεργασία ελλάδας -ρωσικής ομοσπονδίας 2001 - 2003 / innovation- mηχανισμοί διευκόλυνσης της δημιουργίας και ανάπτυξης καινοτόμων επιχειρήσεων / νεανική επιχειρηματικότητα,πραξη: διάχυση τεχνολογίας,,2001
1,0,10226559,1181,175,0,european commission,g121,6,cs,commission unveils proposals for five new research programmes,cordis focus,,2001
1,0,10226559,1182,176,0,european commission,g121,7,cs,separate eeurope action plan launched for candidate countries,cordis focus,,2001
1,0,10226559,1183,177,0,european commission,g121,7,cs,prodi- researcher mobility can contribute to european renaissance,cordis focus,,2001
1,8,01615718,1184,4,0,ieee,g121,7,cs,be in the business of good writing,ieee professional communication society,45,2001
1,8,04381629,1185,7-8,0,human factors and ergonomics society,g122,7,cs,welcone to the twin cities,hfes bulletin,44,2001
1,0,10226559,1187,27,0,european commission,g121,6,cs,technology opportunities today,cordis focus rtd results,,2001
1,0,,1188,1,0,acm,g121,2,cs,contents: update from the chair and july 2000 annual report/ htlit: stalkit the wild hypertext. the electronic literature directory,sigweb newsletter,9,2000
1,8,,1189,,0,irc πραξη,g122,7,cs,"προκηρύξεις: equal, ist, life-περιβάλλον, σωκρατης",πραξη: διάχυση τεχνολογίας,,2001
1,0,,1190,6,0,acm,γ122,6,cs,special issue: acm1: beyond cyberspace… a journey of many directions,acmmembernet,44,2001
1,0,10226559,1191,178,0,european commission,g121,7,cs,belgian presidency outlines research priorities to meps. in this issue: opening the era to the world-communication / candidate countries share concern and support for fp6 proposals / biotechnology - the eu and usa compared,cordis focus,,2001
1,0,,1192,2,0,acm,g121,8,cs,multilingual communication in electronic meetings / social scientists in cyberspace,sigois bulletin,21,2000
1,0,,1193,3,0,acm,g121,12,cs,awareness and the www: an overview / from information to conversation,sigois bulletin,21,2000
1,0,08822476,1194,3,0,resna,g124,14,cs,setting standrads for it accomodation & universal access,resna news,13,2001
1,0,,1195,1,0,acm,g121,4,cs,pravta - a light -weight mobile awareness client / mobile-awareness: designing for mobile interactive systems,sigois bulletin,22,2001
1,0,10534830,1196,2,0,acm,g121,16,cs,speaking in tongues: a survey of natural language generation / machine learning / ai and interactive entertainment,sigart bulletin (intelligence),12,2001
1,0,10254013,1197,28,0,european commission,g121,7,cs,"technology opportunities today: special issue on ""multimedia content and tools""",cordis focus supplement,,2001
1,0,,1198,3,0,ieee,g121,8,cs,ieee president visits russian popav society and russia section,ieee region 8 news,4,2001
1,0,10226559,1199,179,0,european commission,g121,8,cs,jrc streamlines ispra institutes in preparation for fp6,cordis focus,,2001
1,0,,1200,2,0,ieee education society,g121,8,cs,from the chair of the asee ece division,the interface,,2001
1,8,,1201,,0,acm sigchi,g123,7,cs,"computers and kids: a trip report: the society for research in child development biennial / hci education: daffordils for dewi sant, lingua franca? / hci and the web: browsing for consistency",sigchi bulletin (a supplement to interactions),,2001
1,0,10226559,1202,180,0,european commission,g121,9,cs,european commission clarifies reasons for opposition to human cloning,cordis focus,,2001
1,0,10254013,1203,29,0,european commission,g121,9,cs,"technology opportunities today: special issue on ""multimedia content and tools""",cordis focus supplement,,2001
1,0,0097-8930,1204,2,0,acm siggraph,g121,5,cs,focus: concept development for computer animation,siggraph computer graphics,35,2001
1,0,0097-8930,1205,3,0,acm siggraph,g121,8,cs,"abstraction, animation, music",siggraph computer graphics,35,2001
1,0,,1206,70,0,acm,g121,6,cs,interact 99 workshop position papers (part ii),sigcaph newsletter,,2001
1,10,,1207,,0,acm sigchi,g123,9,cs,"computers and kids: learning about computer science, but thinking about kids / hci education / hci and the web: welcome to nirvana: naive beliefs of usability",sigchi bulletin (a supplement to interactions),,2001
1,0,1066212x,1208,3,0,ieee,g122,16,cs,finance,engineering management,51,2001
1,10,01615718,1209,5,0,ieee,g121,9,cs,telling tales from the bottom up: communication at the south pole,ieee professional communication society,45,2001
1,0,04381629,1210,9,0,human factors and ergonomics society,g122,9,cs,hfes and mesa summer camp institute,hfes bulletin,44,2001
1,0,10226559,1211,181,0,european commission,g121,9,cs,de donnea says no toime to be lost on fp6 implementation,cordis focus,,2001
1,0,,1212,,0,irc πραξη,g122,9,cs,"προκηρύξεις: επαν, ελευθω",πραξη: διάχυση τεχνολογίας,,2001
1,0,04381629,1213,10,0,human factors and ergonomics society,g122,9,cs,another day of infamy,hfes bulletin,44,2001
1,0,10226559,1214,182,0,european commission,g121,10,cs,innovation in europe - liikanen talks to cordis news,cordis focus,,2001
1,0,,1215,2,0,human factors and ergonomics society,g122,9,cs,20-20 hindsight,ctg hfes digest,3,2001
1,0,10226559,1217,183,0,european commission,g121,10,cs,commission adopts strategy to boost eu region's role in european research,cordis focus,,2001
1,0,,1218,9,0,acm,γ122,9,cs,commentary: acm ceo john white welcomes members to the acm portal / acm digital library update,acmmembernet,44,2001
1,0,10226559,1219,184,0,european commission,g121,11,cs,the importance of promoting women in science,cordis focus,,2001
1,12,01615718,1220,6,0,ieee,g121,11,cs,on the suzdal international colloquim,ieee professional communication society,45,2001
1,0,,1221,4,0,ieee,g121,11,cs,awards and recognition,ieee region 8 news,4,2001
1,0,10254013,1222,18,0,european commission,g121,9,cs,european innovation scoreboard 2001,cordis focus supplement,,2001
1,0,0163-5964,1223,4,0,acm,γ121,9,δείγμα,"a publication of the association for computing machinery, special interest group on computer architecture. regular contributions: more enhancements of the simplescalar tool set / cache performance for selected spec cpu2000 benchmarks / the predictability of load addresses",computer architecture news,29,2001
1,0,04381629,1224,11,0,human factors and ergonomics society,g122,11,cs,the president's new clothes,hfes bulletin,44,2001
1,0,0266-1616,1225,99,0,iee,g121,13,cs,iee online publications new features for 2002,inspecmatters,,2001/2002
1,0,10534830,1226,3,0,acm,g121,14,cs,taking care of business: a multi-agent system for sales-order processing / lisp web resources / ai and the movies,sigart bulletin (intelligence),12,2001
1,0,,1227,3,0,ieee education society,g121,11,cs,the integration of abet and csab,the interface,,2001
1,0,10226559,1228,185,0,european commission,g121,11,cs,common policy towards biotechnology is essential in europe - liikanen,cordis focus,,2001
1,12,,1230,,0,acm sigchi,g123,11,cs,"a world of chi - part i, hci education / hci and the web",sigchi bulletin (a supplement to interactions),,2001
1,0,,1231,,0,irc πραξη,g122,11,cs,"τεν-telecom/ growth: μετρήσεις και δοκιμές, υποστήριξη ερευνητικών υποδομών",πραξη: διάχυση τεχνολογίας,,2001
1,0,,1232,,0,irc πραξη,g122,12,cs,ist / innovation - σχέδια καινοτομίας,πραξη: διάχυση τεχνολογίας,,2001
1,0,10226559,1233,186,0,european commission,g121,12,cs,"innovation is the key to competitiveness, says liikanen",cordis focus,,2001
1,0,10254013,1234,30,0,european commission,g121,11,cs,technology opportunities today,cordis focus supplement,,2001
1,0,1066212x,1235,4,0,ieee,g122,14,cs,volunteer spirit,engineering management,51,2001
1,0,,1236,3,0,acm,g121,9,cs,papers: creating and sharing web notes via a standard browser / distributed vitual environment realizing collaborative environment education / the structuring of a synchronised multimedia system for web-based education,sigcue bulletin outlook,27,2001
1,0,10226559,1237,187,0,european commission,g121,12,cs,"ist projects have a key roleto play"" - liikanen talks to cordis news",cordis focus,,2001
