BookID_Books,Title_Books,Theme_Books,Category_Books,Publisher_Books,PublicationYear,ISBN_Books,CoverType,Origin_Books,Shelf_Books,CopiesNo,FotocopiesNo,Includes,Title_norm_Books,BookID_Books1,Author Name,Author Middle,Author Surname,Co-Authors,Title_Books1,Theme_Books1,Type,Category_Books1,Date of publication,Publisher_Books1,ISBN_Books1,Kind,Origin_Books1,Shelf_Books1,State,When_Borrowed,Who_Borrowed,Field18,Title_norm_Books1,similarity_score,Confidence,MatchType
1390,Microsoft Visual C++ Volume 4 Microsoft Foundation Class Library Reference Part 2 (Version 4),"The second of two volumes containing a complete description of all the functions and parameters in Microsoft foundation Class Library version 4, including helpful source code examples. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.",manual,Microsoft Corporation,1995,1556159234,paperback,CS,G120A,1.0,0,,microsoft visual c++ volume 4 microsoft foundation class library reference part 2 (version 4),1389,,,Microsoft,Microsoft,Microsoft Visual C++ Volume 3 Microsoft Foundation Class Library Reference Part 1 (Version 4),"The first of two volumes containing a complete description of all the functions and parameters in Microsoft foundation Class Library version 4, including helpful source code examples.",manual,Microsoft Visual C++,1995,Microsoft Corporation,1556159226,paperback,CS,G120A,available,,,,microsoft visual c++ volume 3 microsoft foundation class library reference part 1 (version 4),97.8494623655914,High (≥ high_confidence),Fuzzy
1395,Microsoft Office User's Guide Microsoft Excel (Version 5.0),Installing and Starting Microsoft Excel,manual,Microsoft Corporation,1994,XL579260694,paperback,GROUP,G123,1.0,0,,microsoft office user's guide microsoft excel (version 5.0),1398,,,Microsoft,Microsoft,Microsoft Office User's Guide Microsoft Word (Version 6.0),The world's most popular word Processor,manual,Microsoft Office,1994,Microsoft Corporation,WB604600794,paperback,GROUP,G120A,available,,,,microsoft office user's guide microsoft word (version 6.0),90.5982905982906,Medium (>= score_threshold),Fuzzy
1396,Microsoft Office User's Guide Microsoft PowerPoint (Version 4.0),"The most popular presentation Graphics program version 4.0 for Apple, Macintosh Series or Windows Series",manual,Microsoft Corporation,1994,GB563350694,paperback,GROUP,G123,1.0,0,,microsoft office user's guide microsoft powerpoint (version 4.0),1398,,,Microsoft,Microsoft,Microsoft Office User's Guide Microsoft Word (Version 6.0),The world's most popular word Processor,manual,Microsoft Office,1994,Microsoft Corporation,WB604600794,paperback,GROUP,G120A,available,,,,microsoft office user's guide microsoft word (version 6.0),90.1639344262295,Medium (>= score_threshold),Fuzzy
1398,Microsoft Office User's Guide Microsoft Word (Version 6.0),The world's most popular word Processor,manual,Microsoft Corporation,1994,WB604600794,paperback,GROUP,G120A,1.0,0,,microsoft office user's guide microsoft word (version 6.0),1395,,,Microsoft,Microsoft,Microsoft Office User's Guide Microsoft Excel (Version 5.0),Installing and Starting Microsoft Excel,manual,Microsoft Office,1994,Microsoft Corporation,XL579260694,paperback,GROUP,G123,available,,,,microsoft office user's guide microsoft excel (version 5.0),90.5982905982906,Medium (>= score_threshold),Fuzzy
1398,Microsoft Office User's Guide Microsoft Word (Version 6.0),The world's most popular word Processor,manual,Microsoft Corporation,1994,WB604600794,paperback,GROUP,G120A,1.0,0,,microsoft office user's guide microsoft word (version 6.0),1396,,,Microsoft,Microsoft,Microsoft Office User's Guide Microsoft PowerPoint (Version 4.0),"The most popular presentation Graphics program version 4.0 for Apple, Macintosh Series or Windows Series",manual,Microsoft Office,1994,Microsoft Corporation,GB563350694,paperback,GROUP,G123,available,,,,microsoft office user's guide microsoft powerpoint (version 4.0),90.1639344262295,Medium (>= score_threshold),Fuzzy
1409,Microsoft Windows User's Guide (Version 2.0),This guide is designed to help you explore and use Microsoft Windows.,manual,Microsoft Corporation,1987,0689 Part No. 00053,paperback,GROUP,GROUP-LIB (box),1.0,0,,microsoft windows user's guide (version 2.0),1411,,,Microsoft,Microsoft,Microsoft Windows User's Guide (Version 3.1),User's guide for the Microsoft Windows Operating System,manual,MS-Windows,1990-1992,Microsoft Corporation,0292 Part No. 21669,paperback,GROUP,G120A,available,,,,microsoft windows user's guide (version 3.1),95.45454545454544,High (≥ high_confidence),Fuzzy
1410,Microsoft Windows User's Guide (Version 2.0),This guide is designed to help you to explore and use Microsoft Windows.,manual,Microsoft Corporation,1987,0787 Part No. 00053,paperback,GROUP,G123,1.0,0,,microsoft windows user's guide (version 2.0),1411,,,Microsoft,Microsoft,Microsoft Windows User's Guide (Version 3.1),User's guide for the Microsoft Windows Operating System,manual,MS-Windows,1990-1992,Microsoft Corporation,0292 Part No. 21669,paperback,GROUP,G120A,available,,,,microsoft windows user's guide (version 3.1),95.45454545454544,High (≥ high_confidence),Fuzzy
1411,Microsoft Windows User's Guide (Version 3.1),User's guide for the Microsoft Windows Operating System,manual,Microsoft Corporation,1990-1992,0292 Part No. 21669,paperback,GROUP,G120A,1.0,0,,microsoft windows user's guide (version 3.1),1409,,,Microsoft,Microsoft,Microsoft Windows User's Guide (Version 2.0),This guide is designed to help you explore and use Microsoft Windows.,manual,MS-Windows,1987,Microsoft Corporation,0689 Part No. 00053,paperback,GROUP,GROUP-LIB (box),available,,,,microsoft windows user's guide (version 2.0),95.45454545454544,High (≥ high_confidence),Fuzzy
1411,Microsoft Windows User's Guide (Version 3.1),User's guide for the Microsoft Windows Operating System,manual,Microsoft Corporation,1990-1992,0292 Part No. 21669,paperback,GROUP,G120A,1.0,0,,microsoft windows user's guide (version 3.1),1410,,,Microsoft,Microsoft,Microsoft Windows User's Guide (Version 2.0),This guide is designed to help you to explore and use Microsoft Windows.,manual,MS-Windows,1987,Microsoft Corporation,0787 Part No. 00053,paperback,GROUP,G123,available,,,,microsoft windows user's guide (version 2.0),95.45454545454544,High (≥ high_confidence),Fuzzy
1421,Professional Features Book1 Microsoft Visual Basic,"This volumre contains three separate books: i) Custom Control Reference ii) Control Development Guide, iii) Help Compiler Guide",manual,Microsoft Corporation,1993,DB514120993,paperback,GROUP,G120A,1.0,0,,professional features book1 microsoft visual basic,1422,,,Microsoft,Microsoft,Professional Features Book2 Microsoft Visual Basic,Microsoft Visual Basic Programming System for Windows,manual,Microsoft Visual Basic,1993,Microsoft Corporation,DB523241093,paperback,GROUP,G120A,available,,,,professional features book2 microsoft visual basic,98.0,High (≥ high_confidence),Fuzzy
1422,Professional Features Book2 Microsoft Visual Basic,Microsoft Visual Basic Programming System for Windows,manual,Microsoft Corporation,1993,DB523241093,paperback,GROUP,G120A,1.0,0,,professional features book2 microsoft visual basic,1421,,,Microsoft,Microsoft,Professional Features Book1 Microsoft Visual Basic,"This volumre contains three separate books: i) Custom Control Reference ii) Control Development Guide, iii) Help Compiler Guide",manual,Microsoft Visual Basic,1993,Microsoft Corporation,DB514120993,paperback,GROUP,G120A,available,,,,professional features book1 microsoft visual basic,98.0,High (≥ high_confidence),Fuzzy
1424,Windows 3.1 Programmer's Reference Volume 1,Volume 1 Overview. Programmer's Reference Library. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,Microsoft Corporation,1992,1556154534,paperback,CS,G123,1.0,0,,windows 3.1 programmer's reference volume 1,1425,,,Microsoft,Microsoft,Windows 3.1 Programmer's Reference Volume 2,Volume 2 Functions. Programmer's Reference Library,book,Windows Programming,1992,Microsoft Corporation,1556154631,paperback,CS,G123,available,,,,windows 3.1 programmer's reference volume 2,97.67441860465117,High (≥ high_confidence),Fuzzy
1424,Windows 3.1 Programmer's Reference Volume 1,Volume 1 Overview. Programmer's Reference Library. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,Microsoft Corporation,1992,1556154534,paperback,CS,G123,1.0,0,,windows 3.1 programmer's reference volume 1,1426,,,Microsoft,Microsoft,Windows 3.1 Programmer's Reference Volume 3,"Volume 3 Messages, Structures and Macros. Programmer's Reference Library",book,Windows Programming,1992,Microsoft Corporation,155615464X,paperback,CS,G123,available,,,,windows 3.1 programmer's reference volume 3,97.67441860465117,High (≥ high_confidence),Fuzzy
1424,Windows 3.1 Programmer's Reference Volume 1,Volume 1 Overview. Programmer's Reference Library. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,Microsoft Corporation,1992,1556154534,paperback,CS,G123,1.0,0,,windows 3.1 programmer's reference volume 1,1427,,,Microsoft,Microsoft,Windows 3.1 Programmer's Reference Volume 4,Volume 4 Resources. Programmer's Reference Library,book,Windows Programming,1992,Microsoft Corporation,1556154941,paperback,CS,G123,available,,,,windows 3.1 programmer's reference volume 4,97.67441860465117,High (≥ high_confidence),Fuzzy
1425,Windows 3.1 Programmer's Reference Volume 2,Volume 2 Functions. Programmer's Reference Library. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,Microsoft Corporation,1992,1556154631,paperback,CS,G123,1.0,0,,windows 3.1 programmer's reference volume 2,1424,,,Microsoft,Microsoft,Windows 3.1 Programmer's Reference Volume 1,Volume 1 Overview. Programmer's Reference Library,book,Windows Programming,1992,Microsoft Corporation,1556154534,paperback,CS,G123,available,,,,windows 3.1 programmer's reference volume 1,97.67441860465117,High (≥ high_confidence),Fuzzy
1425,Windows 3.1 Programmer's Reference Volume 2,Volume 2 Functions. Programmer's Reference Library. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,Microsoft Corporation,1992,1556154631,paperback,CS,G123,1.0,0,,windows 3.1 programmer's reference volume 2,1426,,,Microsoft,Microsoft,Windows 3.1 Programmer's Reference Volume 3,"Volume 3 Messages, Structures and Macros. Programmer's Reference Library",book,Windows Programming,1992,Microsoft Corporation,155615464X,paperback,CS,G123,available,,,,windows 3.1 programmer's reference volume 3,97.67441860465117,High (≥ high_confidence),Fuzzy
1425,Windows 3.1 Programmer's Reference Volume 2,Volume 2 Functions. Programmer's Reference Library. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,Microsoft Corporation,1992,1556154631,paperback,CS,G123,1.0,0,,windows 3.1 programmer's reference volume 2,1427,,,Microsoft,Microsoft,Windows 3.1 Programmer's Reference Volume 4,Volume 4 Resources. Programmer's Reference Library,book,Windows Programming,1992,Microsoft Corporation,1556154941,paperback,CS,G123,available,,,,windows 3.1 programmer's reference volume 4,97.67441860465117,High (≥ high_confidence),Fuzzy
1426,Windows 3.1 Programmer's Reference Volume 3,"Volume 3 Messages, Structures and Macros. Programmer's Reference Library. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.",book,Microsoft Corporation,1992,155615464X,paperback,CS,G123,1.0,0,,windows 3.1 programmer's reference volume 3,1424,,,Microsoft,Microsoft,Windows 3.1 Programmer's Reference Volume 1,Volume 1 Overview. Programmer's Reference Library,book,Windows Programming,1992,Microsoft Corporation,1556154534,paperback,CS,G123,available,,,,windows 3.1 programmer's reference volume 1,97.67441860465117,High (≥ high_confidence),Fuzzy
1426,Windows 3.1 Programmer's Reference Volume 3,"Volume 3 Messages, Structures and Macros. Programmer's Reference Library. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.",book,Microsoft Corporation,1992,155615464X,paperback,CS,G123,1.0,0,,windows 3.1 programmer's reference volume 3,1425,,,Microsoft,Microsoft,Windows 3.1 Programmer's Reference Volume 2,Volume 2 Functions. Programmer's Reference Library,book,Windows Programming,1992,Microsoft Corporation,1556154631,paperback,CS,G123,available,,,,windows 3.1 programmer's reference volume 2,97.67441860465117,High (≥ high_confidence),Fuzzy
1426,Windows 3.1 Programmer's Reference Volume 3,"Volume 3 Messages, Structures and Macros. Programmer's Reference Library. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.",book,Microsoft Corporation,1992,155615464X,paperback,CS,G123,1.0,0,,windows 3.1 programmer's reference volume 3,1427,,,Microsoft,Microsoft,Windows 3.1 Programmer's Reference Volume 4,Volume 4 Resources. Programmer's Reference Library,book,Windows Programming,1992,Microsoft Corporation,1556154941,paperback,CS,G123,available,,,,windows 3.1 programmer's reference volume 4,97.67441860465117,High (≥ high_confidence),Fuzzy
1427,Windows 3.1 Programmer's Reference Volume 4,Volume 4 Resources. Programmer's Reference Library. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,Microsoft Corporation,1992,1556154941,paperback,CS,G123,1.0,0,,windows 3.1 programmer's reference volume 4,1424,,,Microsoft,Microsoft,Windows 3.1 Programmer's Reference Volume 1,Volume 1 Overview. Programmer's Reference Library,book,Windows Programming,1992,Microsoft Corporation,1556154534,paperback,CS,G123,available,,,,windows 3.1 programmer's reference volume 1,97.67441860465117,High (≥ high_confidence),Fuzzy
1427,Windows 3.1 Programmer's Reference Volume 4,Volume 4 Resources. Programmer's Reference Library. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,Microsoft Corporation,1992,1556154941,paperback,CS,G123,1.0,0,,windows 3.1 programmer's reference volume 4,1425,,,Microsoft,Microsoft,Windows 3.1 Programmer's Reference Volume 2,Volume 2 Functions. Programmer's Reference Library,book,Windows Programming,1992,Microsoft Corporation,1556154631,paperback,CS,G123,available,,,,windows 3.1 programmer's reference volume 2,97.67441860465117,High (≥ high_confidence),Fuzzy
1427,Windows 3.1 Programmer's Reference Volume 4,Volume 4 Resources. Programmer's Reference Library. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,Microsoft Corporation,1992,1556154941,paperback,CS,G123,1.0,0,,windows 3.1 programmer's reference volume 4,1426,,,Microsoft,Microsoft,Windows 3.1 Programmer's Reference Volume 3,"Volume 3 Messages, Structures and Macros. Programmer's Reference Library",book,Windows Programming,1992,Microsoft Corporation,155615464X,paperback,CS,G123,available,,,,windows 3.1 programmer's reference volume 3,97.67441860465117,High (≥ high_confidence),Fuzzy
1463,The Magic of Interactive Entertainment (Second Edition),"With this book, you'll explore PC, home, and portable entertainment, multimedia, edutainnment, virtual reality, and interactive television (2 CD-ROMs enclosed).",book,Sams Publishing,1994,0672305909,paperback,CS,G123,1.0,0,2 CD ROM,the magic of interactive entertainment (second edition),1463,Mike,,Morrison,"Mike Morrison, Sandie Morrison",The Magic of Interactive Entertainment Second Edition,"With this book, you'll explore PC, home, and portable entertainment, multimedia, edutainnment, virtual reality, and interactive television (2 CD-ROMs enclosed).",book,Multimedia,1994,Sams Publishing,0672305909,paperback/CD-ROM set,CS,G123,unavailable,1996-04-25 00:00:00.0,Παπαρούλης Γιώργος,,the magic of interactive entertainment second edition,98.14814814814817,High (≥ high_confidence),Fuzzy
1510,Human Factors in Organizational Design and Management-III,"This book contains the papers presented at the Third International Symposium on Human Factors in Organizational Design and Management in Kyoto, Japan, July 18-21, 1990.",proceedings,Elsevier Science Publishers,1990,0444887849,hardbound,CS,G122,1.0,0,,human factors in organizational design and management-iii,348,Ogden,,Brown,"O. Brown, Jr. and H.W. Hendrick",Human Factors in Organizational Design and Management-II,"This book contains a series of papers which were presented during the Second International Symposium on Human Factors in Organizational Design and Management, held in Vancouver, Canada, on 19-21 August, 1986.",book,Human Factors,1986,Elsevier Science Publishers,0444700765,hardbound,CS,G122,available,,,,human factors in organizational design and management-ii,99.1150442477876,High (≥ high_confidence),Fuzzy
1521,SIGGRAPH 95 Visual Proceedings,Art Gallery/ Interactive Entertainment/ Interactive Communities/ Computer Animation Festival/ Electronic Theatre/ Graphics Net,proceedings,ACM SIGGRAPH,1995,0897917022,paperback,CS,G121,1.0,0,,siggraph 95 visual proceedings,215,Brian,,Blau,"Brian Blau & Clark Dodsworth, Linda Branagan, Jean Ippolito, Ken Musgrave, Warren Waggenspack",SIGGRAPH 96 Visual Proceedings,The Bridge/ Digital Bayou/ Applications/ Sketches/ Computer Animation Festival,proceedings,Computer Graphics,1996,ACM Press,0897917847,paperback,CS,G121,available,,,,siggraph 96 visual proceedings,96.66666666666669,High (≥ high_confidence),Fuzzy
1530,International Reviews of Ergonomics: Vol.1 Current Trends in Human Factors Research and Practice,,,Taylor & Francis,1987,0850663598,,,,1.0,0,,international reviews of ergonomics: vol.1 current trends in human factors research and practice,1531,David,J.,Oborne,D.J. Oborne,International Reviews of Ergonomics: Vol.2 Current Trends in Human Factors Research and Practice,,,,1988,Taylor & Francis,085066408X,,,,unavailable,1995-07-07 00:00:00.0,CS,,international reviews of ergonomics: vol.2 current trends in human factors research and practice,98.95833333333334,High (≥ high_confidence),Fuzzy
1531,International Reviews of Ergonomics: Vol.2 Current Trends in Human Factors Research and Practice,,,Taylor & Francis,1988,085066408X,,,,1.0,0,,international reviews of ergonomics: vol.2 current trends in human factors research and practice,1530,David,J.,Oborne,D.J. Oborne,International Reviews of Ergonomics: Vol.1 Current Trends in Human Factors Research and Practice,,,,1987,Taylor & Francis,0850663598,,,,unavailable,1995-07-07 00:00:00.0,CS,,international reviews of ergonomics: vol.1 current trends in human factors research and practice,98.95833333333334,High (≥ high_confidence),Fuzzy
1566,The Complete Internet Games,"This comprehensive guide gives you details on all the Internet games available, including where to find them, what hardware and software you need, and how to play.",book,John Wiley & Sons,1996,0471137871,paperback,CS,,1.0,0,,the complete internet games,1566,Joe,,Pantuso,"Joe Pantuso, Will Moss",The Complete Internet Game,"This comprehensive guide gives you details on all the Internet games available, including where to find them, what hardware and software you need, and how to play.",book,Computer Graphics,1996,John Wiley & Sons,0471137871,paperback,CS,,unavailable,1996-09-09 00:00:00.0,CS,,the complete internet game,98.1132075471698,High (≥ high_confidence),Fuzzy
1601,SIGGRAPH 94 Visual Proceedings,"The Art and Interdisciplinary Programs of SIGGRAPH 94 Computer Graphics Annual Conference Series, 1994",proceedings,ACM Press,1994,0897916689,paperback,CS,G121,1.0,0,,siggraph 94 visual proceedings,215,Brian,,Blau,"Brian Blau & Clark Dodsworth, Linda Branagan, Jean Ippolito, Ken Musgrave, Warren Waggenspack",SIGGRAPH 96 Visual Proceedings,The Bridge/ Digital Bayou/ Applications/ Sketches/ Computer Animation Festival,proceedings,Computer Graphics,1996,ACM Press,0897917847,paperback,CS,G121,available,,,,siggraph 96 visual proceedings,96.66666666666669,High (≥ high_confidence),Fuzzy
1601,SIGGRAPH 94 Visual Proceedings,"The Art and Interdisciplinary Programs of SIGGRAPH 94 Computer Graphics Annual Conference Series, 1994",proceedings,ACM Press,1994,0897916689,paperback,CS,G121,1.0,0,,siggraph 94 visual proceedings,1521,Ken,,O'Connell,Ken O'Connell,SIGGRAPH 95 Visual Proceedings,Art Gallery/ Interactive Entertainment/ Interactive Communities/ Computer Animation Festival/ Electronic Theatre/ Graphics Net,proceedings,Computer Graphics,1995,ACM SIGGRAPH,0897917022,paperback,CS,G121,available,,,,siggraph 95 visual proceedings,96.66666666666669,High (≥ high_confidence),Fuzzy
1603,Logic Programming and Automated Reasoning,"5th International Conference on Logic Programming and Automated Reasoning (LPAR '94) held from July 16 to 22, 1994 on the Dnieper near Kiev, Ukraine.",proceedings,Springer-Verlag Berlin,1994,3540582169,paperback,CS,G121,1.0,0,,logic programming and automated reasoning,1603,Frank,,Pfenning,Frank Pfenning,Logic Programming and Automated Reasoning LPAR '94,"This volume contains the papers presented at the fifth International Conference on Logic Programming and Automated Reasoning (LPAR '94) held from July 16 to 22, 1994 on the Dnieper near Kiev, Ukraine.",proceedings,Artificial Intelligence,1994,Springer-Verlag Berlin,3540582169,paperback,CS,G121,available,,,,logic programming and automated reasoning lpar '94,90.10989010989012,Medium (>= score_threshold),Fuzzy
1620,A Guide to Usability Human Factors in Computing,"This book provides a clear and concise account of human factors in computing, illustrated with numerous examples, figures, and cartoons.",book,Addison-Wesley/Open University Press,1993,020162768X,paperback,CS,,1.0,0,,a guide to usability human factors in computing,1620,Jenny,,Preece,Jenny Preece,A Guide to Usability HumanFactors in Computing,"This book provides a clear and concise account of human factors in computing, illustrated with numerous examples, figures, and cartoons.",book,Human Factors,1993,Addison-Wesley/Open University Press,020162768X,paperback,CS,,unavailable,1995-07-07 00:00:00.0,CS,,a guide to usability humanfactors in computing,98.9247311827957,High (≥ high_confidence),Fuzzy
1621,Human-Computer Interaction,The collection of papers contained in this volume provides a broad view of both theoretical and practical issues in human-computer interaction.,book,Prentice-Hall,1990,013444910X,paperback,3Π13,G122,1.0,0,,human-computer interaction,692,Alan,,Dix,"Alan Dix, Janet Finlay, Gregory Abowd, Russell Beale",Human Computer Interaction,This book provides a multi-disciplinary perspective to the subject for undergraduate students in Human-Computer Interaction and Interface Design in Computer Science.,book,Human-Computer Interaction,1993,Prentice-Hall,0134582667,hardbound,CS,G121,available,,,,human computer interaction,96.15384615384616,High (≥ high_confidence),Fuzzy
1621,Human-Computer Interaction,The collection of papers contained in this volume provides a broad view of both theoretical and practical issues in human-computer interaction.,book,Prentice-Hall,1990,013444910X,paperback,3Π13,G122,1.0,0,,human-computer interaction,1105,P.,,Johnson,P. Johnson,Human Computer Interaction,This is an exciting new text providing a computer overview of the fundamental aspects of cognitive psychology relevant for the human-computer interaction.,book,Human-Computer Interaction,1992,McGraw-Hill,0077072359,paperback,CS,G121,available,,,,human computer interaction,96.15384615384616,High (≥ high_confidence),Fuzzy
1622,Proceedings of the RESNA International '92 Conference Towering Achievements Volume I,"These Proceedings theme, ""Technology for Consumers"" is promoting the application of technology in employment, education, and independent living of people with disabilities.",proceedings,RESNA Press,1992,0932101305,spiral,CS,G121,0.0,1,,proceedings of the resna international '92 conference towering achievements volume i,1623,Jessica,J.,Presperin,Jessica J. Presperin,Proceedings of the RESNA International '92 Conference Towering Achievements Volume II,"These Proceedings theme, ""Technology for Consumers"" is promoting the application of technology in employment, education, and independent living of people with disabilities.",proceedings photocopy,Rehabilitation Technology,1992,RESNA Press,0932101305,spiral,CS,G121,available,,,,proceedings of the resna international '92 conference towering achievements volume ii,99.40828402366864,High (≥ high_confidence),Fuzzy
1622,Proceedings of the RESNA International '92 Conference Towering Achievements Volume I,"These Proceedings theme, ""Technology for Consumers"" is promoting the application of technology in employment, education, and independent living of people with disabilities.",proceedings,RESNA Press,1992,0932101305,spiral,CS,G121,0.0,1,,proceedings of the resna international '92 conference towering achievements volume i,1624,Jessica,J.,Presperin,Jessica J. Presperin,Proceedings of the RESNA International '92 Conference Towering Achievements Volume III,"These Proceedings theme, ""Technology for Consumers"" is promoting the application of technology in employment, education, and independent living of people with disabilities.",proceedings photocopy,Rehabilitation Technology,1992,RESNA Press,0932101305,spiral,CS,G121,available,,,,proceedings of the resna international '92 conference towering achievements volume iii,98.82352941176472,High (≥ high_confidence),Fuzzy
1623,Proceedings of the RESNA International '92 Conference Towering Achievements Volume II,"These Proceedings theme, ""Technology for Consumers"" is promoting the application of technology in employment, education, and independent living of people with disabilities.",proceedings,RESNA Press,1992,0932101305,spiral,CS,G121,0.0,1,,proceedings of the resna international '92 conference towering achievements volume ii,1622,Jessica,J.,Presperin,Jessica J. Presperin,Proceedings of the RESNA International '92 Conference Towering Achievements Volume I,"These Proceedings theme, ""Technology for Consumers"" is promoting the application of technology in employment, education, and independent living of people with disabilities.",proceedings photocopy,Rehabilitation Technology,1992,RESNA Press,0932101305,spiral,CS,G121,available,,,,proceedings of the resna international '92 conference towering achievements volume i,99.40828402366864,High (≥ high_confidence),Fuzzy
1623,Proceedings of the RESNA International '92 Conference Towering Achievements Volume II,"These Proceedings theme, ""Technology for Consumers"" is promoting the application of technology in employment, education, and independent living of people with disabilities.",proceedings,RESNA Press,1992,0932101305,spiral,CS,G121,0.0,1,,proceedings of the resna international '92 conference towering achievements volume ii,1624,Jessica,J.,Presperin,Jessica J. Presperin,Proceedings of the RESNA International '92 Conference Towering Achievements Volume III,"These Proceedings theme, ""Technology for Consumers"" is promoting the application of technology in employment, education, and independent living of people with disabilities.",proceedings photocopy,Rehabilitation Technology,1992,RESNA Press,0932101305,spiral,CS,G121,available,,,,proceedings of the resna international '92 conference towering achievements volume iii,99.41520467836258,High (≥ high_confidence),Fuzzy
1624,Proceedings of the RESNA International '92 Conference Towering Achievements Volume III,"These Proceedings theme, ""Technology for Consumers"" is promoting the application of technology in employment, education, and independent living of people with disabilities.",proceedings,RESNA Press,1992,0932101305,spiral,CS,G121,0.0,1,,proceedings of the resna international '92 conference towering achievements volume iii,1622,Jessica,J.,Presperin,Jessica J. Presperin,Proceedings of the RESNA International '92 Conference Towering Achievements Volume I,"These Proceedings theme, ""Technology for Consumers"" is promoting the application of technology in employment, education, and independent living of people with disabilities.",proceedings photocopy,Rehabilitation Technology,1992,RESNA Press,0932101305,spiral,CS,G121,available,,,,proceedings of the resna international '92 conference towering achievements volume i,98.82352941176472,High (≥ high_confidence),Fuzzy
1624,Proceedings of the RESNA International '92 Conference Towering Achievements Volume III,"These Proceedings theme, ""Technology for Consumers"" is promoting the application of technology in employment, education, and independent living of people with disabilities.",proceedings,RESNA Press,1992,0932101305,spiral,CS,G121,0.0,1,,proceedings of the resna international '92 conference towering achievements volume iii,1623,Jessica,J.,Presperin,Jessica J. Presperin,Proceedings of the RESNA International '92 Conference Towering Achievements Volume II,"These Proceedings theme, ""Technology for Consumers"" is promoting the application of technology in employment, education, and independent living of people with disabilities.",proceedings photocopy,Rehabilitation Technology,1992,RESNA Press,0932101305,spiral,CS,G121,available,,,,proceedings of the resna international '92 conference towering achievements volume ii,99.41520467836258,High (≥ high_confidence),Fuzzy
1629,Production Research Approaching the 21st Century-Proceedings of the International Congress of Produc,This volume addresses key issues posed by the introduction of computer-aided strategies and our reliance on them. Selected from papers given at the 10th International Conference on Production Research.,proceedings,Taylor & Francis,1991,0850667526,hardbound,CS,,1.0,0,,production research approaching the 21st century-proceedings of the international congress of produc,1629,Mark,,Pridham,"Mark Pridham, Cristopher O'Brien",Production Research Approaching the 21st Century-Proceedings of the International Congress of Production Research,This volume addresses key issues posed by the introduction of computer-aided strategies and our reliance on them. Selected from papers given at the 10th International Conference on Production Research.,proceedings,Ergonomics,1991,Taylor & Francis,0850667526,hardbound,CS,,unavailable,1995-07-07 00:00:00.0,CS,,production research approaching the 21st century-proceedings of the international congress of production research,93.89671361502349,Medium (>= score_threshold),Fuzzy
1664,Encyclopedia of Computer Science (Third Edition),"This edition contains 175 completely new articles on issues ranging from algorithmics to computational geometry, fiber optics to logic programming, network protocols to windows environments.",book,Van Nostrand Reinhold,1993,0412497107,hardbound,CS,G123,1.0,0,,encyclopedia of computer science (third edition),1664,Anthony,,Ralston,Anthony Ralston and Edwin D. Reilly,"Encyclopedia of Computer Science, Third Edition","This edition contains 175 completely new articles on issues ranging from algorithmics to computational geometry, fiber optics to logic programming, network protocols to windows environments.",book,Computer Science,1993,Van Nostrand Reinhold,0412497107,hardbound,CS,G123,available,,,,"encyclopedia of computer science, third edition",96.84210526315788,High (≥ high_confidence),Fuzzy
1672,"Software Management, (4th Edition)","This book, is intended to provide both the novice and experienced manager with the materials needed to understand and use the basic theories,concepts, tools and techniques of software management.",book,IEEE Computer Society Press,1993,0818633425,hardbound,CS,G121,1.0,0,,"software management, (4th edition)",1672,Donald,J.,Reifer,Donald J. Reifer,"Software Management, 4th Edition","This book, is intended to provide both the novice and experienced manager with the materials needed to understand and use the basic theories,concepts, tools and techniques of software management.",book,Software Management,1993,IEEE Computer Society Press,0818633425,hardbound,CS,G121,available,,,,"software management, 4th edition",96.96969696969695,High (≥ high_confidence),Fuzzy
